date,holding,holding_fraction,is_signal,target,asset_component,cash_component,trade_cost,pending_entry_target,pending_entry_since,pending_entry_days,suba_single_gate_raw_ideal,suba_single_gate_pass,suba_single_gate_blocked,scale_raw,base_weight,weight,realized_vol,base_trade_cost,effective_turnover,scale_tc,return,nav,effective_holding,effective_fraction,pre_suba_overheat_holding,pre_suba_overheat_fraction,suba_same_side_overheat_bias,suba_same_side_overheat_bias_mom,suba_same_side_overheat_signal,suba_same_side_overheat_on,suba_same_side_overheat_triggered,suba_same_side_overheat_recovered,suba_volume_rule_on,suba_volume_rule_scale,suba_volume_rule_name,suba_volume_zz2000_amount,suba_volume_zz2000_streak,suba_volume_zz2000_signal,suba_volume_cyb_amount,suba_volume_cyb_streak,suba_volume_cyb_signal,suba_volume_combined_signal,suba_volume_old_combined_signal,suba_volume_severe_ratio_signal,suba_volume_combined_scale,suba_volume_clear_signal,suba_volume_clear_ratio_rule,suba_volume_clear_ratio_enabled,suba_volume_clear_ratio_unavailable,suba_volume_combined_unresolved,suba_volume_zz2000_source,suba_volume_cyb_source,suba_volume_partial_unavailable,suba_volume_freshness_expected_date,suba_volume_freshness_latest_date,suba_volume_freshness_ok,suba_volume_freshness_error,suba_volume_unresolved
2015-02-10,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,1.000852,True,False,,0.0,0.0,,0.001,0.0,0.0,0.0001211499702025165,1.0001211499702025,cash,0.0,1.000852,1.0,0.030443560189858054,16.073850027425156,True,False,False,False,True,0.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,96.3,3.0,True,1616622.5,2.0,False,True,True,False,0.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
2015-02-11,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,1.000852,True,False,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0002423146177204,cash,0.0,1.000852,1.0,0.04305304643858854,11.170003465831599,True,False,False,False,True,0.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,102.62,4.0,True,2080249.88,3.0,False,True,True,False,0.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
2015-02-12,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,1.000852,True,False,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0003634939443315,cash,0.0,1.000852,1.0,0.050653443684697264,7.9442926149153426,True,False,False,False,True,0.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,116.1,5.0,True,2209285.25,4.0,True,True,True,False,0.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
2015-02-13,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,1.000852,True,False,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0004846879518146,cash,0.0,1.000852,1.0,0.06647826521320543,8.935750875305118,True,False,False,False,True,0.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,143.92,6.0,True,2611876.25,0.0,False,True,True,False,0.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
2015-02-16,0.399006,1.0,True,0.399006,0.0,0.0001211499702025165,0.001,,,0,0.399006,True,False,,1.0,1.0,,0.002,1.0,0.0,-0.0008789711797676514,0.9996052907453061,0.399006,1.0,0.399006,1.0,0.1681751917460601,12.61303711219874,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,147.41,0.0,False,3314975.0,0.0,False,False,False,False,1.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
2015-02-17,0.399006,1.0,False,,-0.0012242780344906556,0.0,0.0,,,0,0.399006,True,False,,1.0,1.0,,0.0,0.0,0.0,-0.0012242780344906556,0.9983814959446861,0.399006,1.0,0.399006,1.0,0.16209885156270398,21.251549873124137,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,131.8,1.0,False,2634760.0,0.0,False,False,False,False,1.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
2015-02-25,0.399006,1.0,False,,-0.009270413544591127,0.0,0.0,,,0,0.399006,True,False,,1.0,1.0,,0.0,0.0,0.0,-0.009270413544591127,0.9891260866020113,0.399006,1.0,0.399006,1.0,0.1469990480916421,26.500772666356436,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,152.53,0.0,False,2940992.75,0.0,False,False,False,False,1.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
2015-02-26,0.399006,1.0,False,,0.0019411267913329588,0.0,0.0,,,0,0.399006,True,False,,1.0,1.0,,0.0,0.0,0.0,0.0019411267913329588,0.9910461057487208,0.399006,1.0,0.399006,1.0,0.14527701874279364,32.415914871646265,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,156.88,0.0,False,2757750.5,0.0,False,False,False,False,1.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
2015-02-27,0.399006,1.0,False,,0.025343705660746618,0.0,0.0,,,0,0.399006,True,False,,1.0,1.0,,0.0,0.0,0.0,0.025343705660746618,1.0161628865490455,0.399006,1.0,0.399006,1.0,0.16986328627040037,37.32612474922365,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,173.08,0.0,False,3307566.25,0.0,False,False,False,False,1.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
2015-03-02,0.399006,1.0,False,,0.030570879087821634,0.0,0.0,,,0,0.399006,True,False,,1.0,1.0,,0.0,0.0,0.0,0.030570879087821634,1.0472278792872682,0.399006,1.0,0.399006,1.0,0.20048475275443578,48.71390479814756,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,240.85,0.0,False,4455958.0,0.0,False,False,False,False,1.0,False,ZZ2000/SZ50 MA30/15,False,False,False,CSIndex official amount,Sohu amount,False,2026-06-12,2026-06-12,True,,False
