variant,window,start,end,total_return,max_dd,ulcer
baseline_subc,1Y,2025-04-28,2026-04-28,0.29760798032188207,-0.11624669955828892,0.03472448928929874
baseline_subc,3Y,2023-04-28,2026-04-28,0.8236768470831939,-0.13837585206349146,0.038803380400346796
baseline_subc,5Y,2021-04-28,2026-04-28,0.793333034852935,-0.234002884674109,0.09077287985058881
baseline_subc,10Y,2016-04-28,2026-04-28,2.5932561751929484,-0.2340028846741088,0.07448495302504318
self_nav_dd3_cut20_recover1,1Y,2025-04-28,2026-04-28,0.26302762442584315,-0.09971713128264303,0.032140215538615985
self_nav_dd3_cut20_recover1,3Y,2023-04-28,2026-04-28,0.723794256491687,-0.11650523551064851,0.03403810493211713
self_nav_dd3_cut20_recover1,5Y,2021-04-28,2026-04-28,0.6843314669787923,-0.19619623689066945,0.07634762335260112
self_nav_dd3_cut20_recover1,10Y,2016-04-28,2026-04-28,2.161575358017954,-0.196196236890669,0.06323337989731483
phase2_only_self_nav_dd3_cut20_recover1,1Y,2025-04-28,2026-04-28,0.26302762442584315,-0.09971713128264303,0.032140215538615985
phase2_only_self_nav_dd3_cut20_recover1,3Y,2023-04-28,2026-04-28,0.7279058662300848,-0.1165052355106484,0.03403803350475362
phase2_only_self_nav_dd3_cut20_recover1,5Y,2021-04-28,2026-04-28,0.74136401966194,-0.19510779643391374,0.0757160596344208
phase2_only_self_nav_dd3_cut20_recover1,10Y,2016-04-28,2026-04-28,2.489127170080933,-0.1951077964339144,0.06554089669663836
high_scale_only_self_nav_dd3_cut20_recover1,1Y,2025-04-28,2026-04-28,0.2768140161977697,-0.11624669955828948,0.0348130219704219
high_scale_only_self_nav_dd3_cut20_recover1,3Y,2023-04-28,2026-04-28,0.7771882829136909,-0.1237636105132075,0.034503094430762764
high_scale_only_self_nav_dd3_cut20_recover1,5Y,2021-04-28,2026-04-28,0.7206386492153243,-0.22379809915125248,0.08502947147453686
high_scale_only_self_nav_dd3_cut20_recover1,10Y,2016-04-28,2026-04-28,2.3899266607608314,-0.2237980991512526,0.06851938514737689
phase2_high_scale_self_nav_dd3_cut20_recover1,1Y,2025-04-28,2026-04-28,0.2768140161977697,-0.11624669955828948,0.0348130219704219
phase2_high_scale_self_nav_dd3_cut20_recover1,3Y,2023-04-28,2026-04-28,0.7855525775791476,-0.12376361051320794,0.0345035332716869
phase2_high_scale_self_nav_dd3_cut20_recover1,5Y,2021-04-28,2026-04-28,0.7808845667860189,-0.22110001404121415,0.08342446398926986
phase2_high_scale_self_nav_dd3_cut20_recover1,10Y,2016-04-28,2026-04-28,2.568313493669871,-0.22110001404121282,0.07006054916080916
baseline_nav_dd3_cut20_recover1,1Y,2025-04-28,2026-04-28,0.261531108873686,-0.09971713128264303,0.0327446317347175
baseline_nav_dd3_cut20_recover1,3Y,2023-04-28,2026-04-28,0.7358797780480177,-0.11650523551064784,0.034220222964964124
baseline_nav_dd3_cut20_recover1,5Y,2021-04-28,2026-04-28,0.6958201571727318,-0.20073577138800713,0.07904403307613175
baseline_nav_dd3_cut20_recover1,10Y,2016-04-28,2026-04-28,2.1550266294327027,-0.2007357713880068,0.06505083844167664
phase2_only_baseline_nav_dd3_cut20_recover1,1Y,2025-04-28,2026-04-28,0.261531108873686,-0.09971713128264303,0.0327446317347175
phase2_only_baseline_nav_dd3_cut20_recover1,3Y,2023-04-28,2026-04-28,0.7358797780480177,-0.11650523551064784,0.034220222964964124
phase2_only_baseline_nav_dd3_cut20_recover1,5Y,2021-04-28,2026-04-28,0.7494000379468966,-0.19510779643391374,0.07576522036103815
phase2_only_baseline_nav_dd3_cut20_recover1,10Y,2016-04-28,2026-04-28,2.5052287372551314,-0.1951077964339144,0.06556927359788316
high_scale_only_baseline_nav_dd3_cut20_recover1,1Y,2025-04-28,2026-04-28,0.2781049598728629,-0.11624669955828881,0.034731573012211234
high_scale_only_baseline_nav_dd3_cut20_recover1,3Y,2023-04-28,2026-04-28,0.7822924397937041,-0.12376361051320761,0.03447644479935219
high_scale_only_baseline_nav_dd3_cut20_recover1,5Y,2021-04-28,2026-04-28,0.7338196607553082,-0.22379809915125348,0.08502211812929285
high_scale_only_baseline_nav_dd3_cut20_recover1,10Y,2016-04-28,2026-04-28,2.4192032750994943,-0.22379809915125304,0.06860684458952497
phase2_high_scale_baseline_nav_dd3_cut20_recover1,1Y,2025-04-28,2026-04-28,0.2781049598728629,-0.11624669955828881,0.034731573012211234
phase2_high_scale_baseline_nav_dd3_cut20_recover1,3Y,2023-04-28,2026-04-28,0.7822924397937041,-0.12376361051320761,0.03447644479935219
phase2_high_scale_baseline_nav_dd3_cut20_recover1,5Y,2021-04-28,2026-04-28,0.7776329520530763,-0.22110001404121415,0.08341756166586878
phase2_high_scale_baseline_nav_dd3_cut20_recover1,10Y,2016-04-28,2026-04-28,2.561798315233187,-0.22110001404121282,0.07005644301806734
self_nav_dd5_cut30_recover2,1Y,2025-04-28,2026-04-28,0.252612286494164,-0.09934628848444904,0.03417089860315957
self_nav_dd5_cut30_recover2,3Y,2023-04-28,2026-04-28,0.7134750339064215,-0.11145690330152058,0.034547907794787745
self_nav_dd5_cut30_recover2,5Y,2021-04-28,2026-04-28,0.7009149147636506,-0.18169671911410123,0.07287600911336134
self_nav_dd5_cut30_recover2,10Y,2016-04-28,2026-04-28,2.088869423697635,-0.18169671911410223,0.06199020830193415
phase2_only_self_nav_dd5_cut30_recover2,1Y,2025-04-28,2026-04-28,0.252612286494164,-0.09934628848444904,0.03417089860315957
phase2_only_self_nav_dd5_cut30_recover2,3Y,2023-04-28,2026-04-28,0.7134750339064215,-0.11145690330152058,0.034547907794787745
phase2_only_self_nav_dd5_cut30_recover2,5Y,2021-04-28,2026-04-28,0.7341029169779816,-0.181226409245701,0.07247542722349011
phase2_only_self_nav_dd5_cut30_recover2,10Y,2016-04-28,2026-04-28,2.4745782817535686,-0.18696826577827597,0.06368424646755946
high_scale_only_self_nav_dd5_cut30_recover2,1Y,2025-04-28,2026-04-28,0.2848693885560032,-0.1162466995582887,0.034678413876399555
high_scale_only_self_nav_dd5_cut30_recover2,3Y,2023-04-28,2026-04-28,0.7595553623051436,-0.12257577716922052,0.03423763512712751
high_scale_only_self_nav_dd5_cut30_recover2,5Y,2021-04-28,2026-04-28,0.7088341044959217,-0.2256452659313921,0.08689881616028597
high_scale_only_self_nav_dd5_cut30_recover2,10Y,2016-04-28,2026-04-28,2.3783862648443743,-0.22564526593139145,0.0702784890532019
phase2_high_scale_self_nav_dd5_cut30_recover2,1Y,2025-04-28,2026-04-28,0.2848693885560032,-0.1162466995582887,0.034678413876399555
phase2_high_scale_self_nav_dd5_cut30_recover2,3Y,2023-04-28,2026-04-28,0.7720067086601416,-0.12257577716922063,0.03423826656457487
phase2_high_scale_self_nav_dd5_cut30_recover2,5Y,2021-04-28,2026-04-28,0.7645339022934388,-0.2207713888124715,0.08386913405946803
phase2_high_scale_self_nav_dd5_cut30_recover2,10Y,2016-04-28,2026-04-28,2.535552079579659,-0.22077138881247238,0.07032528821606934
baseline_nav_dd5_cut30_recover2,1Y,2025-04-28,2026-04-28,0.2602978576470212,-0.09934628848444904,0.034150600321389474
baseline_nav_dd5_cut30_recover2,3Y,2023-04-28,2026-04-28,0.7272959640669956,-0.11145690330152025,0.03438822402959879
baseline_nav_dd5_cut30_recover2,5Y,2021-04-28,2026-04-28,0.7017956266804792,-0.19199484883286577,0.07876930549329501
baseline_nav_dd5_cut30_recover2,10Y,2016-04-28,2026-04-28,2.0466402994636974,-0.1919948488328671,0.06575984815399223
phase2_only_baseline_nav_dd5_cut30_recover2,1Y,2025-04-28,2026-04-28,0.2602978576470212,-0.09934628848444904,0.034150600321389474
phase2_only_baseline_nav_dd5_cut30_recover2,3Y,2023-04-28,2026-04-28,0.7272959640669956,-0.11145690330152025,0.03438822402959879
phase2_only_baseline_nav_dd5_cut30_recover2,5Y,2021-04-28,2026-04-28,0.7480902321314142,-0.181226409245701,0.07243079916749587
phase2_only_baseline_nav_dd5_cut30_recover2,10Y,2016-04-28,2026-04-28,2.5026043123751363,-0.18696826577827597,0.06365887511529232
high_scale_only_baseline_nav_dd5_cut30_recover2,1Y,2025-04-28,2026-04-28,0.28343260506962054,-0.11624669955828904,0.034670190568130824
high_scale_only_baseline_nav_dd5_cut30_recover2,3Y,2023-04-28,2026-04-28,0.7778719952940067,-0.12257577716922019,0.034201263450796715
high_scale_only_baseline_nav_dd5_cut30_recover2,5Y,2021-04-28,2026-04-28,0.7273420298791624,-0.22930091638800776,0.08907775391266236
high_scale_only_baseline_nav_dd5_cut30_recover2,10Y,2016-04-28,2026-04-28,2.3783142805382504,-0.22930091638800765,0.07165979923850835
phase2_high_scale_baseline_nav_dd5_cut30_recover2,1Y,2025-04-28,2026-04-28,0.28343260506962054,-0.11624669955828904,0.034670190568130824
phase2_high_scale_baseline_nav_dd5_cut30_recover2,3Y,2023-04-28,2026-04-28,0.7778719952940067,-0.12257577716922019,0.034201263450796715
