variant,decay_ratio_threshold,recovery_ratio_threshold,derisk_scale,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,rebalanced_days,signal_days,overlay_days,overlay_ratio,trigger_count,recovery_count,avg_scale,annual_delta,max_dd_delta,sharpe_delta,calmar_delta
pair_score_decay10_rec40_x0p00,0.1,0.4,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec50_x0p00,0.1,0.5,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec60_x0p00,0.1,0.6,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec70_x0p00,0.1,0.7,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec80_x0p00,0.1,0.8,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay10_rec90_x0p00,0.1,0.9,0.0,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
pair_score_decay15_rec70_x0p00,0.15,0.7,0.0,30.129156387083732,20.271687401233283,1.2498333113118076,-22.408934249114353,1.344515363923409,1730.555966747837,63.90977443609023,599,445,16,0.005961251862891207,3,3,0.9940387481371088,-0.06791430340336291,2.4868995751603507e-14,0.00025040296043510324,-0.0030306797569374933
pair_score_decay15_rec80_x0p00,0.15,0.8,0.0,30.129156387083732,20.271687401233283,1.2498333113118076,-22.408934249114353,1.344515363923409,1730.555966747837,63.90977443609023,599,445,16,0.005961251862891207,3,3,0.9940387481371088,-0.06791430340336291,2.4868995751603507e-14,0.00025040296043510324,-0.0030306797569374933
pair_score_decay15_rec90_x0p00,0.15,0.9,0.0,30.129156387083732,20.271687401233283,1.2498333113118076,-22.408934249114353,1.344515363923409,1730.555966747837,63.90977443609023,599,445,16,0.005961251862891207,3,3,0.9940387481371088,-0.06791430340336291,2.4868995751603507e-14,0.00025040296043510324,-0.0030306797569374933
pair_score_decay30_rec60_x0p00,0.3,0.6,0.0,29.407498056324812,20.238448292673077,1.2241713901866176,-21.97402816275176,1.3382843527147903,1621.558857815246,64.66165413533834,615,445,37,0.013785394932935917,18,18,0.986214605067064,-0.7895726341622833,0.4349060863626164,-0.025411518164754954,-0.00926169096555629
pair_score_decay30_rec40_x0p00,0.3,0.4,0.0,29.206313317391764,20.24547771481466,1.2161594916596188,-21.97402816275182,1.3291287833561345,1592.2430847775697,64.66165413533834,615,445,36,0.013412816691505217,18,18,0.9865871833084948,-0.990757373095331,0.434906086362556,-0.03342341669175375,-0.018417260324212092
pair_score_decay30_rec50_x0p00,0.3,0.5,0.0,29.206313317391764,20.24547771481466,1.2161594916596188,-21.97402816275182,1.3291287833561345,1592.2430847775697,64.66165413533834,615,445,36,0.013412816691505217,18,18,0.9865871833084948,-0.990757373095331,0.434906086362556,-0.03342341669175375,-0.018417260324212092
pair_score_decay15_rec60_x0p00,0.15,0.6,0.0,29.78191444470393,20.28525021726926,1.2360093042553668,-22.408934249114377,1.329019671958783,1677.3498381149864,63.90977443609023,601,445,11,0.004098360655737705,3,3,0.9959016393442623,-0.4151562457831659,0.0,-0.01357360409600572,-0.018526371721563573
pair_score_decay15_rec30_x0p00,0.15,0.3,0.0,29.68699064724316,20.291424969196452,1.2321021258372529,-22.40893424911433,1.3247836919516367,1663.0520024916943,63.90977443609023,601,445,9,0.0033532041728763042,3,3,0.9966467958271237,-0.510080043243935,4.618527782440651e-14,-0.017480782514119664,-0.022762351728709884
pair_score_decay25_rec70_x0p00,0.25,0.7,0.0,29.679630126414214,20.260645090216673,1.2333847068252486,-22.408934249114314,1.3244552282796431,1661.9477107280418,63.90977443609023,607,445,28,0.010432190760059613,11,11,0.9895678092399404,-0.5174405640728814,6.394884621840902e-14,-0.016198201526123945,-0.023090815400703457
pair_score_decay25_rec80_x0p00,0.25,0.8,0.0,29.679630126414214,20.260645090216673,1.2333847068252486,-22.408934249114314,1.3244552282796431,1661.9477107280418,63.90977443609023,607,445,28,0.010432190760059613,11,11,0.9895678092399404,-0.5174405640728814,6.394884621840902e-14,-0.016198201526123945,-0.023090815400703457
pair_score_decay25_rec90_x0p00,0.25,0.9,0.0,29.679630126414214,20.260645090216673,1.2333847068252486,-22.408934249114314,1.3244552282796431,1661.9477107280418,63.90977443609023,607,445,28,0.010432190760059613,11,11,0.9895678092399404,-0.5174405640728814,6.394884621840902e-14,-0.016198201526123945,-0.023090815400703457
pair_score_decay20_rec70_x0p00,0.2,0.7,0.0,29.620538555287258,20.268925788554572,1.23072307549998,-22.408934249114388,1.32181826346596,1653.1050294114962,63.90977443609023,602,445,21,0.00782414307004471,6,6,0.9921758569299552,-0.5765321351998374,-1.0658141036401503e-14,-0.018859832851392477,-0.025727780214386486
pair_score_decay20_rec80_x0p00,0.2,0.8,0.0,29.620538555287258,20.268925788554572,1.23072307549998,-22.408934249114388,1.32181826346596,1653.1050294114962,63.90977443609023,602,445,21,0.00782414307004471,6,6,0.9921758569299552,-0.5765321351998374,-1.0658141036401503e-14,-0.018859832851392477,-0.025727780214386486
pair_score_decay20_rec90_x0p00,0.2,0.9,0.0,29.620538555287258,20.268925788554572,1.23072307549998,-22.408934249114388,1.32181826346596,1653.1050294114962,63.90977443609023,602,445,21,0.00782414307004471,6,6,0.9921758569299552,-0.5765321351998374,-1.0658141036401503e-14,-0.018859832851392477,-0.025727780214386486
pair_score_decay15_rec40_x0p00,0.15,0.4,0.0,29.58014761536283,20.292272733354693,1.2280122014685224,-22.408934249114367,1.320015815412189,1647.0840216276852,63.90977443609023,601,445,10,0.0037257824143070045,3,3,0.996274217585693,-0.6169230751242658,1.0658141036401503e-14,-0.02157070688285012,-0.02753022826815754
pair_score_decay15_rec50_x0p00,0.15,0.5,0.0,29.58014761536283,20.292272733354693,1.2280122014685224,-22.408934249114367,1.320015815412189,1647.0840216276852,63.90977443609023,601,445,10,0.0037257824143070045,3,3,0.996274217585693,-0.6169230751242658,1.0658141036401503e-14,-0.02157070688285012,-0.02753022826815754
pair_score_decay15_rec20_x0p00,0.15,0.2,0.0,29.476723940493944,20.29986633493043,1.2237100225172504,-22.40893424911434,1.31540052787914,1631.7524606514703,63.90977443609023,602,445,8,0.0029806259314456036,3,3,0.9970193740685543,-0.7203467499931513,3.907985046680551e-14,-0.025872885834122172,-0.0321455158012065
pair_score_decay25_rec60_x0p00,0.25,0.6,0.0,29.33358771822214,20.274196649071417,1.219564851313186,-22.40893424911429,1.3090130655982244,1610.7357192651975,63.90977443609023,609,445,23,0.00856929955290611,11,11,0.9914307004470939,-0.8634829722649542,8.881784197001252e-14,-0.030018057038186496,-0.03853297808212219
pair_score_decay20_rec60_x0p00,0.2,0.6,0.0,29.27465382945098,20.282469466231955,1.2169111134023993,-22.40893424911433,1.3063831373688823,1602.1500554057156,63.90977443609023,604,445,16,0.005961251862891207,6,6,0.9940387481371088,-0.9224168610361154,4.618527782440651e-14,-0.03267179494897321,-0.04116290631146424
pair_score_decay25_rec30_x0p00,0.25,0.3,0.0,29.23899183143801,20.280369697815452,1.215660652260978,-22.408934249114424,1.3047917186241689,1596.9737588540202,63.90977443609023,609,445,21,0.00782414307004471,11,11,0.9921758569299552,-0.9580788590490847,-4.618527782440651e-14,-0.033922256090394454,-0.04275432505617771
pair_score_decay20_rec30_x0p00,0.2,0.3,0.0,29.180101047505815,20.288639359406872,1.2130095024047494,-22.40893424911432,1.3021637139507924,1588.4571621010525,63.90977443609023,604,445,14,0.005216095380029807,6,6,0.9947839046199702,-1.0169696429812802,5.684341886080802e-14,-0.03657340594662317,-0.04538232972955414
pair_score_decay25_rec40_x0p00,0.25,0.4,0.0,29.132517884779887,20.28121212709378,1.2115695044373918,-22.40893424911436,1.30004031253433,1581.604249350152,63.90977443609023,609,445,22,0.00819672131147541,11,11,0.9918032786885246,-1.0645528057072084,1.7763568394002505e-14,-0.03801340391398078,-0.04750573114601653
pair_score_decay25_rec50_x0p00,0.25,0.5,0.0,29.132517884779887,20.28121212709378,1.2115695044373918,-22.40893424911436,1.30004031253433,1581.604249350152,63.90977443609023,609,445,22,0.00819672131147541,11,11,0.9918032786885246,-1.0645528057072084,1.7763568394002505e-14,-0.03801340391398078,-0.04750573114601653
pair_score_decay20_rec40_x0p00,0.2,0.4,0.0,29.07367561820373,20.289480715108898,1.2089201961108156,-22.408934249114324,1.2974144729507973,1573.1647875051617,63.90977443609023,604,445,15,0.005588673621460507,6,6,0.9944113263785395,-1.1233950722833654,5.3290705182007514e-14,-0.04066271224055695,-0.050131570729549324
pair_score_decay20_rec50_x0p00,0.2,0.5,0.0,29.07367561820373,20.289480715108898,1.2089201961108156,-22.408934249114324,1.2974144729507973,1573.1647875051617,63.90977443609023,604,445,15,0.005588673621460507,6,6,0.9944113263785395,-1.1233950722833654,5.3290705182007514e-14,-0.04066271224055695,-0.050131570729549324
pair_score_decay50_rec90_x0p00,0.5,0.9,0.0,28.451645751213995,20.017808201534578,1.1985403112937345,-23.251915224216404,1.2236259025055354,1486.276214803585,63.90977443609023,636,445,128,0.04769001490312966,48,48,0.9523099850968704,-1.7454249392731,-0.8429809751020265,-0.05104259705763803,-0.1239201411748112
pair_score_decay50_rec70_x0p00,0.5,0.7,0.0,28.447146942093894,20.01830265442018,1.1983413207869542,-23.251915224216326,1.2234324212771452,1485.6630310248029,63.90977443609023,636,445,127,0.04731743666169896,48,48,0.952682563338301,-1.7499237483932006,-0.8429809751019484,-0.05124158756441832,-0.12411362240320134
pair_score_decay50_rec80_x0p00,0.5,0.8,0.0,28.447146942093894,20.01830265442018,1.1983413207869542,-23.251915224216326,1.2234324212771452,1485.6630310248029,63.90977443609023,636,445,127,0.04731743666169896,48,48,0.952682563338301,-1.7499237483932006,-0.8429809751019484,-0.05124158756441832,-0.12411362240320134
pair_score_decay50_rec60_x0p00,0.5,0.6,0.0,28.118271440682886,20.03172961068836,1.184921848292306,-23.251915224216383,1.2092884035375415,1441.4170368712,63.90977443609023,638,445,121,0.045081967213114756,48,48,0.9549180327868853,-2.0787992498042094,-0.8429809751020052,-0.06466106005906647,-0.13825764014280506
pair_score_decay60_rec70_x0p00,0.6,0.7,0.0,20.784917402795443,19.20414285912754,0.9220432418212603,-21.81493659797018,0.952783763979833,704.1544093081554,64.66165413533834,661,445,232,0.08643815201192251,76,76,0.9135618479880775,-9.412153287691652,0.5939976511441962,-0.32753966653011224,-0.3947622797005136
pair_score_decay60_rec80_x0p00,0.6,0.8,0.0,20.542056596755607,19.15779845409981,0.913343290662841,-21.814936597970085,0.9416509878221273,686.4844426191713,64.66165413533834,657,445,244,0.09090909090909091,76,76,0.9090909090909091,-9.655014093731488,0.5939976511442921,-0.3362396176885315,-0.4058950558582193
pair_score_decay60_rec90_x0p00,0.6,0.9,0.0,19.553710077458277,19.010111491585263,0.8758901534080447,-25.883935394762837,0.7554380653188707,618.1575195372908,63.1578947368421,656,445,249,0.0927719821162444,76,76,0.9072280178837556,-10.643360613028818,-3.4750011456484593,-0.3736927549433279,-0.5921079783614759
pair_score_decay70_rec80_x0p00,0.7,0.8,0.0,16.911259074439535,18.709681880099744,0.7678927432192268,-25.171593904398886,0.6718390237292121,461.1346495953956,60.150375939849624,689,445,369,0.13748137108792846,110,110,0.8625186289120715,-13.28581161604756,-2.7626596552845086,-0.4816901651321457,-0.6757070199511345
pair_score_decay70_rec90_x0p00,0.7,0.9,0.0,15.252181945871435,18.51773450818725,0.6971319069769828,-27.00343350353313,0.5648238007909564,379.23212290878297,59.3984962406015,687,445,381,0.14195230998509686,110,110,0.8580476900149031,-14.94488874461566,-4.5944992544187535,-0.5524510013743897,-0.7827222428893902
pair_score_decay80_rec90_x0p00,0.8,0.9,0.0,14.680640619448337,18.034798211985482,0.6834423974650421,-30.37751576858726,0.4832732449645956,353.6408783960782,57.14285714285714,718,445,525,0.19560357675111772,145,145,0.8043964232488823,-15.516430071038759,-7.968581519472881,-0.5661405108863304,-0.864272798715751
baseline_no_dd_gate,,,,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0.0,0,0,1.0,,,,
