date,forward_return,reverse_mainnav_return,forward_nav,reverse_mainnav_nav,forward_gross_exposure,reverse_mainnav_gross_exposure,reverse_mainnav_nav_defense_gate,reverse_mainnav_volhot_gate,combo_return,combo_nav,gross_exposure,net_pair_exposure_forward_positive
2015-03-12,-0.0257045572488494,0.0,1.0488955179618509,1.0,1.0,0.0,0,0,-0.0128522786244247,1.0245237169973664,0.5,0.5
2015-03-13,0.0109701008745435,0.0,1.0604020076007488,1.0,1.0,0.0,0,0,0.00548505043727175,1.0301432812592781,0.5,0.5
2015-03-16,0.0086679223503742,0.0,1.069593489862813,1.0,1.0,0.0,0,0,0.0043339611751871,1.0346078822451357,0.5,0.5
2015-03-17,-0.0024776207472724,0.0,1.0669434428411817,1.0,1.0,0.0,0,0,-0.0012388103736362,1.0333261992679648,0.5,0.5
2015-03-18,-0.0038492337094209,0.0,1.0628365281749517,1.0,1.0,0.0,0,0,-0.00192461685471045,1.0313374422484398,0.5,0.5
2015-03-19,0.009715253265367,0.0,1.0731622542258548,1.0,1.0,0.0,0,0,0.0048576266326835,1.0363472944751895,0.5,0.5
2015-03-20,-0.0013033092519861,0.0,1.0717635919310398,1.0,1.0,0.0,0,0,-0.00065165462599305,1.0356719539666093,0.5,0.5
2015-03-23,0.008451251566016,0.0,1.080821335665746,1.0,1.0,0.0,0,0,0.004225625783008,1.040048316078029,0.5,0.5
2015-03-24,0.0108397631482082,0.0,1.0925371829498929,1.0,1.0,0.0,0,0,0.0054198815741041,1.0456852547825182,0.5,0.5
2015-03-25,0.0233709576059852,0.0,1.1180708231355772,1.0,1.0,0.0,0,0,0.0116854788029926,1.0579045876618811,0.5,0.5
2015-03-26,-0.0220772648067433,0.0,1.0933868775005195,1.0,1.0,0.0,0,0,-0.01103863240337165,1.0462267678008412,0.5,0.5
2015-03-27,0.0059036373670287,0.0,1.0998418371271506,1.0,1.0,0.0,0,0,0.00295181868351435,1.0493150395212285,0.5,0.5
2015-03-30,-0.027496253003118,0.0,1.0696003077100882,1.0,1.0,0.0,0,0,-0.013748126501559,1.0348889236179022,0.5,0.5
2015-03-31,0.0162466255985171,0.0,1.0869777034495127,1.0,1.0,0.0,0,0,0.00812331279925855,1.0432956500569384,0.5,0.5
2015-04-01,0.0078212552192427,0.0,1.0954792334858177,1.0,1.0,0.0,0,0,0.00391062760962135,1.0473755908310487,0.5,0.5
2015-04-02,0.0252968232708166,0.0,1.123191378052158,1.0,1.0,0.0,0,0,0.0126484116354083,1.0606232284407586,0.5,0.5
2015-04-03,0.0084210465041625,0.0,1.1326498248798098,1.0,1.0,0.0,0,0,0.00421052325208125,1.065089007205806,0.5,0.5
2015-04-07,-0.0021441041876804,0.0,1.1302213056471095,1.0,1.0,0.0,0,0,-0.0010720520938402,1.0639471763055048,0.5,0.5
2015-04-08,-0.0233151163847676,0.0,1.1038700643654031,1.0,1.0,0.0,0,0,-0.0116575581923838,1.051544150184101,0.5,0.5
2015-04-09,-0.001261228374086,0.0,1.1024778321189213,1.0,1.0,0.0,0,0,-0.000630614187043,1.0508810315246928,0.5,0.5
2015-04-10,0.0052215339818604,0.0,1.108234457583578,1.0,1.0,0.0,0,0,0.0026107669909302,1.053624637033192,0.5,0.5
2015-04-13,-0.0005,0.0,1.1076803403547864,1.0,0.0,0.0,0,0,-0.00025,1.0533612308739337,0.0,0.0
2015-04-14,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-15,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-16,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-17,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-20,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-21,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-22,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-23,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-24,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-27,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-28,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-29,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-04-30,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-05-04,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-05-05,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-05-06,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-05-07,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-05-08,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,0,1,0.0,1.0533612308739337,0.0,0.0
2015-05-11,0.0,-0.0,1.1076803403547864,1.0,0.0,0.0,1,1,0.0,1.0533612308739337,0.0,0.0
2015-05-12,0.0,0.0,1.1076803403547864,1.0,0.0,0.0,0,0,0.0,1.0533612308739337,0.0,0.0
2015-05-13,0.0134606912612193,0.0,1.1225904834324243,1.0,1.0,0.0,0,0,0.00673034563060965,1.0604507160315997,0.5,0.5
2015-05-14,0.0104076724275401,0.0,1.134274037454263,1.0,1.0,0.0,0,0,0.00520383621377005,1.0659691278706034,0.5,0.5
2015-05-15,0.0186621238314586,0.0,1.155442000000043,1.0,1.0,0.0,0,0,0.0093310619157293,1.07591575180302,0.5,0.5
2015-05-18,0.0384332229500594,0.0,1.1998493599919071,1.0,1.0,0.0,0,0,0.0192166114750297,1.096591206785283,0.5,0.5
2015-05-19,-0.008770713519497,0.0,1.189325824988866,1.0,1.0,0.0,0,0,-0.0043853567597485,1.0917822631239265,0.5,0.5
2015-05-20,0.0203312329952907,0.0,1.213506285444031,1.0,1.0,0.0,0,0,0.01016561649764535,1.1028809029097757,0.5,0.5
2015-05-21,0.0189526422258319,0.0,1.23650543591085,1.0,1.0,0.0,0,0,0.00947632111291595,1.1133321564950514,0.5,0.5
2015-05-22,-0.0144241966933621,0.0,1.2186698382908605,1.0,1.0,0.0,0,0,-0.00721209834668105,1.1053026954898866,0.5,0.5
2015-05-25,-0.0144689525680411,0.0,1.2010369622045276,1.0,1.0,0.0,0,0,-0.00723447628402055,1.097306409352701,0.5,0.5
2015-05-26,0.0207453719622212,0.0,1.2259529207258368,1.0,1.0,0.0,0,0,0.0103726859811106,1.1086884241619765,0.5,0.5
2015-05-27,0.0169440414010813,0.0,1.246725517770392,1.0,1.0,0.0,0,0,0.00847202070054065,1.1180812554419266,0.5,0.5
2015-05-28,0.011614840645205,0.0,1.2612060359876058,1.0,1.0,0.0,0,0,0.0058074203226025,1.1245744232471009,0.5,0.5
2015-05-29,0.0148109358210346,0.0,1.2798856776437195,1.0,1.0,0.0,0,0,0.0074054679105173,1.1329024230514457,0.5,0.5
2015-06-01,0.002240532625815,0.0,1.282753303261794,1.0,1.0,0.0,0,0,0.0011202663129075,1.1341715754718016,0.5,0.5
2015-06-02,0.0254289546660371,0.0,1.3153723788581475,1.0,1.0,0.0,0,0,0.01271447733301855,1.1485919742598918,0.5,0.5
2015-06-03,0.0091972207410346,0.0,1.3274701489831655,1.0,1.0,0.0,0,0,0.0045986103705173,1.1538739012242163,0.5,0.5
2015-06-04,-0.0106158657329227,0.0,1.3133779041170974,1.0,1.0,0.0,0,0,-0.00530793286646135,1.1477492160201563,0.5,0.5
2015-06-05,0.0014821947949372,0.0,1.3153245860103655,1.0,1.0,0.0,0,0,0.0007410973974686,1.1485998099770955,0.5,0.5
2015-06-08,-0.0477319868584548,0.0,1.2525415301563163,1.0,1.0,0.0,0,0,-0.0238659934292274,1.1211873344593704,0.5,0.5
2015-06-09,0.0072888336186016,0.0,1.2616710969700144,1.0,1.0,0.0,0,0,0.0036444168093008,1.1252734084274494,0.5,0.5
2015-06-10,0.0268195218741909,0.0,1.2955085125532362,1.0,1.0,0.0,0,0,0.01340976093709545,1.140363055823332,0.5,0.5
2015-06-11,0.0217185144998761,0.0,1.3236450329678366,1.0,1.0,0.0,0,0,0.01085925724993805,1.152746551604843,0.5,0.5
2015-06-12,0.0106457856970973,0.0,1.3377362743278396,1.0,1.0,0.0,0,0,0.00532289284854865,1.1588824979805696,0.5,0.5
2015-06-15,0.0014944427376668,0.0,1.3397354445879224,1.0,1.0,0.0,0,0,0.0007472213688334,1.1597484397470277,0.5,0.5
2015-06-16,-0.0115747215359448,0.0,1.324228379884982,1.0,1.0,0.0,0,0,-0.0057873607679724,1.1530365571261185,0.5,0.5
2015-06-17,0.0069204964000844,0.0,1.3333926976208654,1.0,1.0,0.0,0,0,0.0034602482000422,1.1570263497974969,0.5,0.5
2015-06-18,0.0037592545538781,0.0,1.3384052601915044,1.0,0.5,0.0,0,0,0.00187962727693905,1.1592011280847134,0.25,0.25
2015-06-19,-0.0030538140072813,0.0,1.3343180194605126,1.0,0.5,0.0,0,0,-0.00152690700364065,1.1574311357636127,0.25,0.25
2015-06-23,-0.00025,0.0,1.3339844399556475,1.0,0.0,0.0,0,0,-0.000125,1.157286456871642,0.0,0.0
2015-06-24,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,0,0.0,1.157286456871642,0.0,0.0
2015-06-25,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,0,0.0,1.157286456871642,0.0,0.0
2015-06-26,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,1,1,0.0,1.157286456871642,0.0,0.0
2015-06-29,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,1,1,0.0,1.157286456871642,0.0,0.0
2015-06-30,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-01,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-02,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-03,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-06,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-07,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-08,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-09,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-10,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-13,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-14,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-15,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,1,1,0.0,1.157286456871642,0.0,0.0
2015-07-16,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-17,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,0,1,0.0,1.157286456871642,0.0,0.0
2015-07-20,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,1,1,0.0,1.157286456871642,0.0,0.0
2015-07-21,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,1,1,0.0,1.157286456871642,0.0,0.0
2015-07-22,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,1,1,0.0,1.157286456871642,0.0,0.0
2015-07-23,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,1,1,0.0,1.157286456871642,0.0,0.0
2015-07-24,0.0,-0.0,1.3339844399556475,1.0,0.0,0.0,1,1,0.0,1.157286456871642,0.0,0.0
2015-07-27,0.0,0.0,1.3339844399556475,1.0,0.0,0.0,0,0,0.0,1.157286456871642,0.0,0.0
2015-07-28,-0.0433417312810857,0.0,1.2761672448259402,1.0,1.0,0.0,0,0,-0.02167086564054285,1.1322070575571568,0.5,0.5
2015-07-29,0.00769180295194,0.0,1.2859832718068616,1.0,0.5,0.0,0,0,0.00384590147597,1.1365614143509195,0.25,0.25
2015-07-30,0.000954545946999,0.0,1.287210801926873,1.0,0.5,0.0,0,0,0.0004772729734995,1.1371038643967115,0.25,0.25
2015-07-31,-0.0126947528062569,0.0,1.2708699789868678,1.0,0.5,0.0,0,0,-0.00634737640312845,1.1298862381599337,0.25,0.25
2015-08-03,-0.00025,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,-0.000125,1.1297450023801636,0.0,0.0
2015-08-04,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-05,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-06,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-07,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-10,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-11,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-12,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-13,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-14,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-17,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-18,0.0,0.0,1.2705522614921212,1.0,0.0,0.0,0,0,0.0,1.1297450023801636,0.0,0.0
2015-08-19,0.0090829537457929,0.0,1.2820926289148669,1.0,1.0,0.0,0,0,0.00454147687289645,1.1348757131807434,0.5,0.5
2015-08-20,0.0004899464737997,0.0,1.2827207856774885,1.0,1.0,0.0,0,0,0.00024497323689985,1.1351537273576804,0.5,0.5
2015-08-21,-0.0093167862525394,0.0,1.2707699502956418,1.0,1.0,0.0,0,0,-0.0046583931262697,1.129865735036898,0.5,0.5
2015-08-24,-0.0005,0.0,1.270134565320494,1.0,0.0,0.0,0,0,-0.00025,1.1295832686031386,0.0,0.0
2015-08-25,0.0,0.0,1.270134565320494,1.0,0.0,0.0,0,0,0.0,1.1295832686031386,0.0,0.0
2015-08-26,0.0,0.0,1.270134565320494,1.0,0.0,0.0,0,0,0.0,1.1295832686031386,0.0,0.0
2015-08-27,0.0,0.0,1.270134565320494,1.0,0.0,0.0,0,0,0.0,1.1295832686031386,0.0,0.0
2015-08-28,0.0,0.0,1.270134565320494,1.0,0.0,0.0,0,0,0.0,1.1295832686031386,0.0,0.0
2015-08-31,0.0,0.0,1.270134565320494,1.0,0.0,0.0,0,0,0.0,1.1295832686031386,0.0,0.0
2015-09-01,0.0,0.0,1.270134565320494,1.0,0.0,0.0,0,0,0.0,1.1295832686031386,0.0,0.0
2015-09-02,0.0,0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
2015-09-07,0.0,-0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
2015-09-08,0.0,-0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
2015-09-09,0.0,-0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
2015-09-10,0.0,0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
2015-09-11,0.0,-0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
2015-09-14,0.0,0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
2015-09-15,0.0,0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
2015-09-16,0.0,-0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
2015-09-17,0.0,-0.0,1.270134565320494,1.0,0.0,0.0,1,1,0.0,1.1295832686031386,0.0,0.0
