date,signal,return,asset_component,cash_component,trade_cost,turnover,holding,previous_holding,target,top_score,nav
2010-11-08,original_bias_momentum_naked,0.03248737585480854,0.03248737585480854,0.0,0.0,0.0,0.399606,0.399606,0.399606,69.93557833868076,1.0960521531014773
2010-11-09,original_bias_momentum_naked,0.007760262044197219,0.007760262044197219,0.0,0.0,0.0,0.399606,0.399606,0.399606,70.85472196774055,1.1045578050236513
2010-11-10,original_bias_momentum_naked,0.023244777536017835,0.023244777536017835,0.0,0.0,0.0,0.399606,0.399606,0.399606,75.91639293884258,1.1302330054770982
2010-11-11,original_bias_momentum_naked,-0.0077618418404402645,-0.0077618418404402645,0.0,0.0,0.0,0.399606,0.399606,0.399606,77.16199807844123,1.1214603156457394
2010-11-12,original_bias_momentum_naked,-0.044563012611341546,-0.044563012611341546,0.0,0.0,0.0,0.399606,0.399606,0.399606,65.7816738562887,1.0714846654564993
2010-11-15,original_bias_momentum_naked,0.06126254188319802,0.06126254188319802,0.0,0.0,0.0,0.399606,0.399606,0.399606,55.43983918492505,1.1371265396512324
2010-11-16,original_bias_momentum_naked,-0.01947396802755419,-0.01947396802755419,0.0,0.0,0.0,0.399606,0.399606,0.399606,52.49871481703081,1.114982173774781
2010-11-17,original_bias_momentum_naked,-0.03625316006564061,-0.03625316006564061,0.0,0.0,0.0,0.399606,0.399606,0.399606,44.401875307366076,1.074560546558588
2010-11-18,original_bias_momentum_naked,0.016116265370738514,0.016116265370738514,0.0,0.0,0.0,0.399606,0.399606,0.399606,34.178484974439506,1.0918784494838518
2010-11-19,original_bias_momentum_naked,0.04563447132673293,0.04563447132673293,0.0,0.0,0.0,0.399606,0.399606,0.399606,32.689182574445894,1.1417057452791002
2010-11-22,original_bias_momentum_naked,0.018876096918665652,0.018876096918665652,0.0,0.0,0.0,0.399606,0.399606,0.399606,36.83253859254637,1.1632566935795858
2010-11-23,original_bias_momentum_naked,0.007286423615834536,0.007286423615834536,0.0,0.0,0.0,0.399606,0.399606,0.399606,39.73226776748779,1.1717326746229617
2010-11-24,original_bias_momentum_naked,0.02108497294742273,0.02108497294742273,0.0,0.0,0.0,0.399606,0.399606,0.399606,42.334743659966264,1.1964386263689981
2010-11-25,original_bias_momentum_naked,-0.018285374180588843,-0.018285374180588843,0.0,0.0,0.0,0.399606,0.399606,0.399606,39.95803160744297,1.1745612984017313
2010-11-26,original_bias_momentum_naked,0.008150961190309891,0.008150961190309891,0.0,0.0,0.0,0.399606,0.399606,0.399606,39.92128299432329,1.1841351019606439
2010-11-29,original_bias_momentum_naked,0.020137479432375427,0.020137479432375427,0.0,0.0,0.0,0.399606,0.399606,0.399606,49.93941569345718,1.2079805982215301
2010-11-30,original_bias_momentum_naked,-0.03164453323290051,-0.03164453323290051,0.0,0.0,0.0,0.399606,0.399606,0.399606,49.01910662009548,1.1697546160364098
2010-12-01,original_bias_momentum_naked,-0.0036610215349234254,-0.0036610215349234254,0.0,0.0,0.0,0.399606,0.399606,0.399606,38.54510823579061,1.1654721191965245
2010-12-02,original_bias_momentum_naked,0.0005685675492190789,0.0005685675492190789,0.0,0.0,0.0,0.399606,0.399606,0.399606,29.366781318427698,1.1661347688230193
2010-12-03,original_bias_momentum_naked,-0.016894671223930624,-0.016894671223930624,0.0,0.0,0.0,0.399606,0.399606,0.399606,18.214038101639307,1.14643330530096
2010-12-06,original_bias_momentum_naked,-0.020342492343527696,-0.020342492343527696,0.0,0.0,0.0,0.399606,0.399606,0.399606,8.868839346727674,1.1231119945655101
2010-12-07,original_bias_momentum_naked,0.024067208538443463,0.024067208538443463,0.0,0.0,0.0,0.399606,0.399606,0.399606,3.7830722252154714,1.1501421651507455
2010-12-08,original_bias_momentum_naked,-0.0012468827930175452,-0.0012468827930175452,0.0,0.0,0.0,0.399606,0.399606,0.399606,1.8172671231619673,1.148708072675495
2010-12-09,original_bias_momentum_naked,-0.014529872142580391,-0.013543415558138538,0.0,0.001,1.0,cash,0.399606,cash,,1.1320174912503702
2010-12-10,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.132154635135704
2010-12-13,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1322917956360152
2010-12-14,original_bias_momentum_naked,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,1.H00016,cash,1.H00016,0.26598629210002117,1.1312965437805638
2010-12-15,original_bias_momentum_naked,-0.007684232077748487,-0.007684232077748487,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,1.7776642517585644,1.122603398589399
2010-12-16,original_bias_momentum_naked,-0.008498794979740598,-0.008498794979740598,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,3.6036860485076323,1.1130626224612277
2010-12-17,original_bias_momentum_naked,-0.002169475916603658,-0.002169475916603658,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,5.331034389651781,1.1106478599081264
2010-12-20,original_bias_momentum_naked,-0.016049092385444497,-0.016049092385444497,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,3.3347100795444655,1.0928229697967646
2010-12-21,original_bias_momentum_naked,0.024856372376597546,0.024856372376597546,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,1.8311689074063857,1.1199865844757322
2010-12-22,original_bias_momentum_naked,-0.013297193596930379,-0.013297193596930379,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,0.526188350057075,1.1050939060359934
2010-12-23,original_bias_momentum_naked,-0.002131606642764239,-0.002131606642764239,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,0.9675937180506586,1.1027382805250088
2010-12-24,original_bias_momentum_naked,-0.003187597758372407,-0.0021897875459183647,0.0,0.001,1.0,cash,1.H00016,cash,,1.099223194453936
2010-12-27,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.09935636531119
2010-12-28,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0994895523020893
2010-12-29,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0996227554285887
2010-12-30,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0997559746926429
2010-12-31,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.099889210096207
2011-01-04,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1000224616412362
2011-01-05,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1001557293296862
2011-01-06,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1002890131635126
2011-01-07,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1004223131446715
2011-01-10,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1005556292751193
2011-01-11,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1006889615568123
2011-01-12,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1008223099917072
2011-01-13,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.100955674581761
2011-01-14,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.101089055328931
2011-01-17,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1012224522351743
2011-01-18,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1013558653024489
2011-01-19,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1014892945327126
2011-01-20,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.1016227399279237
2011-01-21,original_bias_momentum_naked,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,1.H00016,cash,1.H00016,0.4520474654375333,1.1006544452885503
2011-01-24,original_bias_momentum_naked,-0.009298723675216225,-0.007313350375968142,0.0,0.002,2.0,1.H20955,1.H00016,1.H20955,1.6793782492933427,1.0904197637399136
2011-01-25,original_bias_momentum_naked,-0.0018179991576541266,-0.0018179991576541266,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,0.7668588696836423,1.088437381527945
2011-01-26,original_bias_momentum_naked,0.009126103963720933,0.010136240203924896,0.0,0.001,1.0,cash,1.H20955,cash,,1.0983705742297691
2011-01-27,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0985036417921084
2011-01-28,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.098636725475579
2011-01-31,original_bias_momentum_naked,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,1.H20955,cash,1.H20955,1.4873097790562924,1.0976710554568516
2011-02-01,original_bias_momentum_naked,-0.0024645948588101207,-0.0024645948588101207,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,6.194142222371478,1.094965741016908
2011-02-09,original_bias_momentum_naked,-0.005716742451834733,-0.005716742451834733,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,9.752058447658065,1.088706103881932
2011-02-10,original_bias_momentum_naked,0.012870066332956398,0.012870066332956398,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,14.676220790704509,1.102717823655987
2011-02-11,original_bias_momentum_naked,0.006636627847365073,0.006636627847365073,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,21.76441058688903,1.110036151472248
2011-02-14,original_bias_momentum_naked,0.023136170614674212,0.023136170614674212,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,29.367942244651864,1.1357181372611664
2011-02-15,original_bias_momentum_naked,-0.003366698644270194,-0.003366698644270194,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,36.7294637410952,1.1318945165481762
2011-02-16,original_bias_momentum_naked,0.005123263289805724,0.007137538366538854,0.0,0.002,2.0,1.H00905,1.H20955,1.H00905,49.52805023457167,1.13769351017274
2011-02-17,original_bias_momentum_naked,0.007028311225499628,0.007028311225499628,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,68.41057361720627,1.145689574241465
2011-02-18,original_bias_momentum_naked,-0.009232435724707555,-0.009232435724707555,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,83.8411258753474,1.135112068886813
2011-02-21,original_bias_momentum_naked,0.0205473189464489,0.0205473189464489,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,90.92609715388096,1.158435578606194
2011-02-22,original_bias_momentum_naked,-0.02641656897225475,-0.02641656897225475,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,90.50200134285733,1.1278336852440296
2011-02-23,original_bias_momentum_naked,0.014116854662967526,0.014116854662967526,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,100.23766950303563,1.1437551494626186
2011-02-24,original_bias_momentum_naked,0.009777062131839598,0.009777062131839598,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,100.29562067075922,1.1549377146225261
2011-02-25,original_bias_momentum_naked,0.001007626990636945,0.001007626990636945,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,102.61711463772754,1.1561014610362843
2011-02-28,original_bias_momentum_naked,0.01037544552639913,0.012400246018436034,0.0,0.002,2.0,1.H00852,1.H00905,1.H00852,101.08420216748632,1.1680965287682568
2011-03-01,original_bias_momentum_naked,0.004864189696061505,0.004864189696061505,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,92.08084423893303,1.1737783718674966
2011-03-02,original_bias_momentum_naked,-0.002040663598978476,-0.002040663598978476,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,83.10135521700875,1.1713830850707583
2011-03-03,original_bias_momentum_naked,-0.017865798007473344,-0.017865798007473344,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,72.03854358575529,1.1504553914835132
2011-03-04,original_bias_momentum_naked,0.01210112202616509,0.01210112202616509,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,63.06323239603997,1.1643771925615147
2011-03-07,original_bias_momentum_naked,0.009172279027660935,0.01119466836438976,0.0,0.002,2.0,1.H00905,1.H00852,1.H00905,57.190933179497314,1.1750571850651335
2011-03-08,original_bias_momentum_naked,0.005348714082327843,0.005348714082327843,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,52.17101470580826,1.1813422299784317
2011-03-09,original_bias_momentum_naked,0.0030257918046820986,0.0030257918046820986,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,43.9736582335901,1.1849167256164255
2011-03-10,original_bias_momentum_naked,-0.007324593789308609,-0.007324593789308609,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,38.12834395481317,1.1762376919271276
2011-03-11,original_bias_momentum_naked,-0.0007139412923458099,-0.0007139412923458099,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,32.73774345624044,1.1753979272692472
2011-03-14,original_bias_momentum_naked,0.009785365342749541,0.009785365342749541,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,31.17134810274995,1.1868996254106874
2011-03-15,original_bias_momentum_naked,-0.011311186350267066,-0.011311186350267066,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,26.552662959218203,1.173474382568605
2011-03-16,original_bias_momentum_naked,0.013257749610809944,0.013257749610809944,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,26.16713382946275,1.1890320121073994
2011-03-17,original_bias_momentum_naked,-0.018314666153919967,-0.018314666153919967,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,23.767102780580355,1.1672552877593287
2011-03-18,original_bias_momentum_naked,0.0024564647476703616,0.004465395538747918,0.0,0.002,2.0,1.H00852,1.H00905,1.H00852,20.152990684581248,1.1701226092252413
2011-03-21,original_bias_momentum_naked,-0.005236815190927446,-0.005236815190927446,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,19.61597438536714,1.1639948933700028
2011-03-22,original_bias_momentum_naked,3.6393942590695616e-06,3.6393942590695616e-06,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,14.031999309419238,1.1639991296063354
2011-03-23,original_bias_momentum_naked,0.010841716040935978,0.010841716040935978,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,11.66839079598209,1.176618877641424
2011-03-24,original_bias_momentum_naked,0.004684051542568568,0.004684051542568568,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,10.563264663226704,1.1821302211102556
2011-03-25,original_bias_momentum_naked,0.005337714834511065,0.005337714834511065,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,9.855669159334148,1.1884400951277996
2011-03-28,original_bias_momentum_naked,-0.0016307747695082364,-0.0016307747695082364,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,10.332135308404439,1.186502017005593
2011-03-29,original_bias_momentum_naked,-0.01618800074263438,-0.01618800074263438,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,8.81629665578409,1.1672949214731694
2011-03-30,original_bias_momentum_naked,-0.008697151152241012,-0.008697151152241012,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,5.570330001349289,1.157142781101874
2011-03-31,original_bias_momentum_naked,-0.014537437741050319,-0.013550988729780111,0.0,0.001,1.0,cash,1.H00852,cash,,1.1403208899640997
2011-04-01,original_bias_momentum_naked,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,1.H00016,cash,1.H00016,0.1740054107215159,1.1393185807661343
2011-04-06,original_bias_momentum_naked,0.02319457577672157,0.02319457577672157,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,9.861683305812912,1.1657445919215412
2011-04-07,original_bias_momentum_naked,-0.0006299186493219366,-0.0006299186493219366,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,19.017644180283938,1.1650102676627436
2011-04-08,original_bias_momentum_naked,0.005017644692700607,0.005017644692700607,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,28.77382318703171,1.1708558752492233
2011-04-11,original_bias_momentum_naked,-0.004278776525732608,-0.004278776525732608,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,33.534686055355536,1.1658460446151908
2011-04-12,original_bias_momentum_naked,-0.0046576772942374944,-0.0046576772942374944,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,34.63851184389451,1.16041590996461
2011-04-13,original_bias_momentum_naked,0.015420611328986977,0.015420611328986977,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,38.11770522553483,1.178310232692147
2011-04-14,original_bias_momentum_naked,-0.004128707431673484,-0.004128707431673484,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,36.082472324752146,1.1734453344776141
2011-04-15,original_bias_momentum_naked,0.004993927417196842,0.004993927417196842,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,37.00300659560403,1.1793054353060437
2011-04-18,original_bias_momentum_naked,0.00013108951775442357,0.00013108951775442357,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,34.26716399310634,1.1794600298868432
2011-04-19,original_bias_momentum_naked,-0.022446137462111992,-0.022446137462111992,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,28.026221850085903,1.1529857079249364
2011-04-20,original_bias_momentum_naked,-0.003574122182183781,-0.003574122182183781,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,20.454658680548523,1.148864796130501
2011-04-21,original_bias_momentum_naked,0.00789716030226173,0.00789716030226173,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,14.785115737490507,1.1579375655911688
2011-04-22,original_bias_momentum_naked,-0.0061721259152637264,-0.004180486889041823,0.0,0.002,2.0,1.H20955,1.H00016,1.H20955,14.767780674140921,1.1507906291343262
2011-04-25,original_bias_momentum_naked,-0.011397395509768149,-0.011397395509768149,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,11.983625095206644,1.1376746131851474
2011-04-26,original_bias_momentum_naked,-0.012607531300512287,-0.012607531300512287,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,8.617527743525311,1.1233313448896174
2011-04-27,original_bias_momentum_naked,-0.0050879818539052435,-0.0050879818539052435,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,4.5249736368834,1.1176158553908961
2011-04-28,original_bias_momentum_naked,-0.019304236045869172,-0.018322558604473627,0.0,0.001,1.0,cash,1.H20955,cash,,1.0960411351098243
2011-04-29,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0961739204606835
2011-05-03,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.096306721898484
2011-05-04,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.096439539425175
2011-05-05,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.096572373042705
2011-05-06,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.096705222753024
2011-05-09,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0968380885580815
2011-05-10,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0969709704598274
2011-05-11,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0971038684602117
2011-05-12,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0972367825611846
2011-05-13,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.097369712764697
2011-05-16,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0975026590726997
2011-05-17,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0976356214871437
2011-05-18,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.09776860000998
2011-05-19,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0979015946431605
2011-05-20,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0980346053886367
2011-05-23,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.098167632248361
2011-05-24,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0983006752242852
2011-05-25,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.098433734318362
2011-05-26,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0985668095325443
2011-05-27,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0986999008687846
2011-05-30,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0988330083290363
2011-05-31,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0989661319152528
2011-06-01,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.099099271629388
2011-06-02,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0992324274733953
2011-06-03,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0993655994492293
2011-06-07,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0994987875588442
2011-06-08,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0996319918041946
2011-06-09,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0997652121872354
2011-06-10,original_bias_momentum_naked,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,1.0998984487099217
2011-06-13,original_bias_momentum_naked,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,0.399606,cash,0.399606,1.83678553768268,1.0989316696728346
2011-06-14,original_bias_momentum_naked,0.010994406984682126,0.010994406984682126,0.0,0.0,0.0,0.399606,0.399606,0.399606,9.704740038260438,1.111013771697574
2011-06-15,original_bias_momentum_naked,-0.013019013208553032,-0.013019013208553032,0.0,0.0,0.0,0.399606,0.399606,0.399606,14.856558218442185,1.096549468728959
2011-06-16,original_bias_momentum_naked,-0.020188199145422137,-0.020188199145422137,0.0,0.0,0.0,0.399606,0.399606,0.399606,17.50828308223268,1.0744121096814518
2011-06-17,original_bias_momentum_naked,-0.009885586887816378,-0.009885586887816378,0.0,0.0,0.0,0.399606,0.399606,0.399606,19.22075236184724,1.0637909154178737
2011-06-20,original_bias_momentum_naked,-0.013559825305900275,-0.013559825305900275,0.0,0.0,0.0,0.399606,0.399606,0.399606,19.253100632958787,1.0493660964428035
