date,baseline_ret,baseline_scale,official_top1_volume_half_ret,official_top1_volume_half_scale,official_top1_volume_cash_ret,official_top1_volume_cash_scale,official_top3_volume_half_ret,official_top3_volume_half_scale,official_top3_volume_cash_ret,official_top3_volume_cash_scale
2010-02-02,-0.0030000000000000027,1.0,-0.0030000000000000027,1.0,-0.0030000000000000027,1.0,-0.0030000000000000027,1.0,-0.0030000000000000027,1.0
2010-02-03,0.0017285294059565803,1.0,0.0017285294059565803,1.0,0.0017285294059565803,1.0,0.0017285294059565803,1.0,0.0017285294059565803,1.0
2010-02-04,0.00020366629298984584,1.0,0.00020366629298984584,1.0,0.00020366629298984584,1.0,0.00020366629298984584,1.0,0.00020366629298984584,1.0
2010-02-05,0.006242289557064407,1.0,0.006242289557064407,1.0,0.006242289557064407,1.0,0.006242289557064407,1.0,0.006242289557064407,1.0
2010-02-08,0.0004706097996138858,1.0,0.0004706097996138858,1.0,0.0004706097996138858,1.0,0.0004706097996138858,1.0,0.0004706097996138858,1.0
2010-02-09,0.0025108822283830268,1.0,0.0025108822283830268,1.0,0.0025108822283830268,1.0,0.0025108822283830268,1.0,0.0025108822283830268,1.0
2010-02-10,0.00014052021236410361,1.0,0.00014052021236410361,1.0,0.00014052021236410361,1.0,0.00014052021236410361,1.0,0.00014052021236410361,1.0
2010-02-11,0.0032079453125184454,1.0,0.0032079453125184454,1.0,0.0032079453125184454,1.0,0.0032079453125184454,1.0,0.0032079453125184454,1.0
2010-02-12,-0.005329207039885153,1.0,-0.005329207039885153,1.0,-0.005329207039885153,1.0,-0.005329207039885153,1.0,-0.005329207039885153,1.0
2010-02-22,-0.001212832272592279,1.0,-0.001212832272592279,1.0,-0.001212832272592279,1.0,-0.001212832272592279,1.0,-0.001212832272592279,1.0
2010-02-23,-0.008539142166360092,1.0,-0.008539142166360092,1.0,-0.008539142166360092,1.0,-0.008539142166360092,1.0,-0.008539142166360092,1.0
2010-02-24,0.0033197496289081307,1.0,0.0033197496289081307,1.0,0.0033197496289081307,1.0,0.0033197496289081307,1.0,0.0033197496289081307,1.0
2010-02-25,-0.005117287583922492,1.0,-0.005117287583922492,1.0,-0.005117287583922492,1.0,-0.005117287583922492,1.0,-0.005117287583922492,1.0
2010-02-26,0.004905411046415731,1.0,0.004905411046415731,1.0,0.004905411046415731,1.0,0.004905411046415731,1.0,0.004905411046415731,1.0
2010-03-01,0.00026379668425757785,1.0,0.00026379668425757785,1.0,0.00026379668425757785,1.0,0.00026379668425757785,1.0,0.00026379668425757785,1.0
2010-03-02,0.006971866787332637,1.0,0.006971866787332637,1.0,0.006971866787332637,1.0,0.006971866787332637,1.0,0.006971866787332637,1.0
2010-03-03,0.0010160939145384962,1.0,0.0010160939145384962,1.0,0.0010160939145384962,1.0,0.0010160939145384962,1.0,0.0010160939145384962,1.0
2010-03-04,0.005393965573641246,1.0,0.005393965573641246,1.0,0.005393965573641246,1.0,0.005393965573641246,1.0,0.005393965573641246,1.0
2010-03-05,0.011063613318358145,1.0,0.011063613318358145,1.0,0.011063613318358145,1.0,0.011063613318358145,1.0,0.011063613318358145,1.0
2010-03-08,0.0012588327075562233,1.0,0.0012588327075562233,1.0,0.0012588327075562233,1.0,0.0012588327075562233,1.0,0.0012588327075562233,1.0
2010-03-09,-0.0007065420257998944,1.0,-0.0007065420257998944,1.0,-0.0007065420257998944,1.0,-0.0007065420257998944,1.0,-0.0007065420257998944,1.0
2010-03-10,0.00390935215001087,1.0,0.00390935215001087,1.0,0.00390935215001087,1.0,0.00390935215001087,1.0,0.00390935215001087,1.0
2010-03-11,0.011254968313871405,1.0,0.011254968313871405,1.0,0.011254968313871405,1.0,0.011254968313871405,1.0,0.011254968313871405,1.0
2010-03-12,0.0034903484195969448,1.0,0.0034903484195969448,1.0,0.0034903484195969448,1.0,0.0034903484195969448,1.0,0.0034903484195969448,1.0
2010-03-15,-0.0006975541192083545,1.0,-0.0006975541192083545,1.0,-0.0006975541192083545,1.0,-0.0006975541192083545,1.0,-0.0006975541192083545,1.0
2010-03-16,0.00015558580805818956,1.0,0.00015558580805818956,1.0,0.00015558580805818956,1.0,0.00015558580805818956,1.0,0.00015558580805818956,1.0
2010-03-17,-0.0026208178202087318,1.0,-0.0026208178202087318,1.0,-0.0026208178202087318,1.0,-0.0026208178202087318,1.0,-0.0026208178202087318,1.0
2010-03-18,0.002792920592931347,1.0,0.002792920592931347,1.0,0.002792920592931347,1.0,0.002792920592931347,1.0,0.002792920592931347,1.0
2010-03-19,0.00041017152571432014,1.0,0.00041017152571432014,1.0,0.00041017152571432014,1.0,0.00041017152571432014,1.0,0.00041017152571432014,1.0
2010-03-22,0.003342259265932901,1.0,0.003342259265932901,1.0,0.003342259265932901,1.0,0.003342259265932901,1.0,0.003342259265932901,1.0
2010-03-23,0.0036300129394311043,1.0,0.0036300129394311043,1.0,0.0036300129394311043,1.0,0.0036300129394311043,1.0,0.0036300129394311043,1.0
