date,position_before,position,return_1x,exposure_1x,nav_1x,scale_15,weight_15,return_15,nav_15,scale_17,weight_17,return_17,nav_17,scale_19,weight_19,return_19,nav_19,scale_21,weight_21,return_21,nav_21,scale_23,weight_23,return_23,nav_23,scale_25,weight_25,return_25,nav_25
2017-06-16,518880.SH,518880.SH,-0.0014498006524102,1.0,1.459639928155076,1.0313602402886928,1.0313602402886928,-0.0014952667492404874,1.4151311566240472,1.168874938993852,1.168874938993852,-0.0016946356491392195,1.4183011814120992,1.3063896376990107,1.3063896376990107,-0.0018940045490379507,1.4183644257740005,1.4439043364041697,1.4439043364041697,-0.0020933734489366825,1.4235413361504459,1.5,1.5,-0.0021747009786153002,1.4392942776158721,1.5,1.5,-0.0021747009786153002,1.4576746057729728
2017-06-19,518880.SH,159915.SZ,-0.000725952813067,1.0,1.458580298443167,1.0602249456789987,1.0602249456789987,-0.0007696732817994763,1.4140419679825518,1.201588271769532,1.201588271769532,-0.0008722963860394067,1.417064002417238,1.342951597860065,1.342951597860065,-0.0009749194902793367,1.4169816346509945,1.4843149239505982,1.4843149239505982,-0.0010775425945192668,1.4220074097256847,1.5,1.5,-0.0010889292196004999,1.4377269880213726,1.5,1.5,-0.0010889292196004999,1.456087301302077
2017-06-20,159915.SZ,159915.SZ,0.0011454753722794,1.0,1.4602510662535257,1.0629235543937354,1.0629235543937354,0.0012175527541737072,1.4157636386751862,1.204646694979567,1.204646694979567,0.0013798931213968681,1.4190193992867528,1.3463698355653984,1.3463698355653984,0.0015422334886200293,1.4191669511807126,1.4880929761512296,1.4880929761512296,0.00170457385584319,1.4244313263791184,1.5,1.5,0.0017182130584191,1.4401973093066323,1.5,1.5,0.0017182130584191,1.4585891695173723
2017-06-21,159915.SZ,159915.SZ,0.0028604118993134,1.0,1.4644279857794225,1.0627540273408027,1.0627540273408027,0.0030399142658488706,1.420067438757465,1.2044545643195768,1.2044545643195768,0.0034452361679620544,1.4239082562442151,1.3461551012983504,1.3461551012983504,0.003850558070075237,1.4246315359373654,1.487855638277124,1.487855638277124,0.004255879972188419,1.430493535132813,1.5,1.5,0.0042906178489701,1.446376645587982,1.5,1.5,0.0042906178489701,1.464847418242418
2017-06-22,159915.SZ,159915.SZ,-0.015972618368511,1.0,1.4410372364344004,1.0639532486109922,1.0639532486109922,-0.016994119202000883,1.3959346434283406,1.2058136817591245,1.2058136817591245,-0.01926000176226767,1.396483780719644,1.3476741149072566,1.3476741149072566,-0.021525884322534453,1.3939650822925431,1.489534548055389,1.489534548055389,-0.023791766882801237,1.3964595664175787,1.5,1.5,-0.0239589275527665,1.411723012322326,1.5,1.5,-0.0239589275527665,1.4297512450728909
2017-06-23,159915.SZ,159915.SZ,0.0069565217391305,1.0,1.451061843296553,1.0441489816245653,1.0441489816245653,0.007263645089562261,1.4060742172464287,1.1833688458411742,1.1833688458411742,0.008232131101503897,1.4079798182836518,1.3225887100577827,1.3225887100577827,0.00920061711344553,1.4067904212842295,1.4618085742743914,1.4618085742743914,0.010169103125387166,1.4106603077589126,1.5,1.5,0.01043478260869575,1.4264540350596027,1.5,1.5,0.01043478260869575,1.4446703884997385
2017-06-26,159915.SZ,159915.SZ,0.0069084628670121,1.0,1.4610864501587055,1.0449105144209179,1.0449105144209179,0.0072187254882274225,1.4162242810368049,1.184231916343707,1.184231916343707,0.00818122221999108,1.419498814058293,1.323553318266496,1.323553318266496,0.009143718951754736,1.419653717520473,1.4628747201892849,1.4628747201892849,0.010106215683518391,1.4249167450853024,1.5,1.5,0.01036269430051815,1.441235942158666,1.5,1.5,0.01036269430051815,1.4596410661007722
2017-06-27,159915.SZ,159915.SZ,-0.0017152658662092,1.0,1.4585802984431675,1.0408249208116775,1.0408249208116775,-0.001785291459368164,1.41369590792332,1.1796015769199013,1.1796015769199013,-0.0020233303206172526,1.4166266990677285,1.3183782330281248,1.3183782330281248,-0.002261369181866341,1.4164433563547503,1.4571548891363484,1.4571548891363484,-0.0024994080431154295,1.4213552967118663,1.5,1.5,-0.0025728987993137997,1.4375277879335582,1.5,1.5,-0.0025728987993137997,1.4558855573543723
2017-06-28,159915.SZ,159915.SZ,-0.0068728522336769,1.0,1.4485556915810152,1.041549183943033,1.041549183943033,-0.007158413635347228,1.4035760878598071,1.1804224084687711,1.1804224084687711,-0.00811286878672686,1.405133792538418,1.3192956329945087,1.3192956329945087,-0.009067323938106489,1.403600005602703,1.4581688575202465,1.4581688575202465,-0.01002177908948612,1.407110787920549,1.5,1.5,-0.010309278350515351,1.4227079138311505,1.5,1.5,-0.010309278350515351,1.440876427897111
2017-06-29,159915.SZ,159915.SZ,0.0046136101499423,1.0,1.4552387628224501,1.0382887964256207,1.0382887964256207,0.004790259729760617,1.410299581871137,1.1767273026157035,1.1767273026157035,0.0054289610270620335,1.412762209135917,1.3151658088057863,1.3151658088057863,0.006067662324363449,1.4121165764751746,1.4536043149958688,1.4536043149958688,0.0067063636216648645,1.4165473845203116,1.5,1.5,0.00692041522491345,1.4325536433386323,1.5,1.5,0.00692041522491345,1.4508478910659488
2017-06-30,159915.SZ,159915.SZ,0.0034443168771527,1.0,1.4602510662535264,1.0366326962826147,1.0366326962826147,0.0035704914912145186,1.4153350445282713,1.1748503891202968,1.1748503891202968,0.004046557023376455,1.418479031975657,1.3130680819579787,1.3130680819579787,0.004522622555538391,1.4185030467549908,1.4512857747956605,1.4512857747956605,0.0049986880877003256,1.4236282630569765,1.5,1.5,0.00516647531572905,1.439954896375399,1.5,1.5,0.00516647531572905,1.4583436608820186
2017-07-03,159915.SZ,159915.SZ,0.0091533180778031,1.0,1.4736172087363961,1.0361305665196847,1.0361305665196847,0.009484032645488997,1.428758128294882,1.1742813087223094,1.1742813087223094,0.010748570331554198,1.4337256536146823,1.3124320509249339,1.3124320509249339,0.012013108017619395,1.4355436770789807,1.4505827931275586,1.4505827931275586,0.013277645703684596,1.4425306947475989,1.5,1.5,0.01372997711670465,1.4597254441517198,1.5,1.5,0.01372997711670465,1.47836668597422
2017-07-04,159915.SZ,159915.SZ,-0.0051020408163265,1.0,1.466098753589782,1.0332856148533633,1.0332856148533633,-0.005271865381904883,1.421225907779209,1.1710570301671452,1.1710570301671452,-0.005974780766158868,1.4251594571555168,1.3088284454809271,1.3088284454809271,-0.0066776961504128535,1.425957552592801,1.4465998607947088,1.4465998607947088,-0.007380611534666837,1.4318839360628337,1.5,1.5,-0.00765306122448975,1.4485540759566813,1.5,1.5,-0.00765306122448975,1.4670526552142134
2017-07-05,159915.SZ,159915.SZ,0.0034188034188034,1.0,1.471111057020858,1.0320831593347186,1.0320831593347186,0.0035284894336229506,1.426240688377599,1.1696942472460146,1.1696942472460146,0.003998954691439344,1.430858605252758,1.3073053351573103,1.3073053351573103,0.004469419949255737,1.432330755725151,1.4449164230686062,1.4449164230686062,0.004939885207072131,1.4389572783368347,1.5,1.5,0.0051282051282051004,1.4559825583974848,1.5,1.5,0.0051282051282051004,1.4745760021640297
2017-07-06,159915.SZ,159915.SZ,-0.0045428733674048,1.0,1.4644279857794233,1.0337919153300559,1.0337919153300559,-0.004696385759591309,1.4195425119189529,1.1716308373740634,1.1716308373740634,-0.005322570527536818,1.4232427594113672,1.3094697594180709,1.3094697594180709,-0.005948755295482325,1.4238101705571489,1.4473086814620781,1.4473086814620781,-0.006574940063427833,1.4294962204779367,1.5,1.5,-0.006814310051107201,1.44606104181556,1.5,1.5,-0.006814310051107201,1.464527784091362
2017-07-07,159915.SZ,159915.SZ,-0.0017113519680547,1.0,1.4619218340638853,1.0323228204308172,1.0323228204308172,-0.0017666676904120578,1.4170346520279793,1.1699658631549263,1.1699658631549263,-0.002002223382466999,1.420393109479547,1.3076089058790352,1.3076089058790352,-0.00223777907452194,1.4206239979513846,1.445251948603144,1.445251948603144,-0.0024733347665768807,1.4259605977771384,1.5,1.5,-0.00256702795208205,1.4423489627008024,1.5,1.5,-0.00256702795208205,1.4607683003329985
2017-07-10,159915.SZ,159915.SZ,-0.0194285714285714,1.0,1.433518781287787,1.032227624158775,1.032227624158775,-0.02005470812651331,1.3886164356764028,1.1698579740466117,1.1698579740466117,-0.022728669210048423,1.3881094643459542,1.3074883239344481,1.3074883239344481,-0.025402630293583525,1.384536411745233,1.4451186738222848,1.4451186738222848,-0.028076591377118633,1.385924484753478,1.5,1.5,-0.0291428571428571,1.4003147929306647,1.5,1.5,-0.0291428571428571,1.4181973384375797
2017-07-11,159915.SZ,159915.SZ,-0.0116550116550117,1.0,1.4168111031841997,1.0162921129850346,1.0162921129850346,-0.011844896421737045,1.372168417826294,1.151797728049706,1.151797728049706,-0.01342421594463532,1.3694751831417822,1.2873033431143772,1.2873033431143772,-0.01500353546753359,1.3637634705855217,1.4228089581790484,1.4228089581790484,-0.016582854990431863,1.362941899995122,1.5,1.5,-0.01748251748251755,1.3758337650822265,1.5,1.5,-0.01748251748251755,1.3934036786746848
2017-07-12,159915.SZ,159915.SZ,0.0005896226415094,1.0,1.417646487089379,1.0113304427832517,1.0113304427832517,0.0005963033271127319,1.372986646419203,1.1461745018210185,1.1461745018210185,0.0006758104373944296,1.370400688764302,1.2810185608587854,1.2810185608587854,0.0007553175476761271,1.3647935450657347,1.4158626198965523,1.4158626198965523,0.0008348246579578247,1.3640797175006019,1.5,1.5,0.0008844339622641,1.3770505991904949,1.5,1.5,0.0008844339622641,1.3946360522112484
2017-07-13,159915.SZ,CASH,-0.0064820271066589,1.0,1.4084572641324058,1.011320388936846,1.011320388936846,-0.006555406174605457,1.3639861612796158,1.1461631074617589,1.1461631074617589,-0.0074294603312195185,1.3602193512092517,1.2810058259866717,1.2810058259866717,-0.00830351448783358,1.3534609620913796,1.4158485445115845,1.4158485445115845,-0.009177568644447642,1.3515607822567413,1.5,1.5,-0.009723040659988351,1.3636614802237044,1.5,1.5,-0.009723040659988351,1.3810759491697129
2017-07-14,CASH,CASH,0.0,0.0,1.4084572641324058,1.0100474588365473,0.0,0.0,1.3639861612796158,1.1447204533480873,0.0,0.0,1.3602193512092517,1.2793934478596267,0.0,0.0,1.3534609620913796,1.4140664423711664,0.0,0.0,1.3515607822567413,1.5,0.0,0.0,1.3636614802237044,1.5,0.0,0.0,1.3810759491697129
2017-07-17,CASH,CASH,0.0,0.0,1.4084572641324058,1.0171545090091596,0.0,0.0,1.3639861612796158,1.152775110210381,0.0,0.0,1.3602193512092517,1.288395711411602,0.0,0.0,1.3534609620913796,1.4240163126128234,0.0,0.0,1.3515607822567413,1.5,0.0,0.0,1.3636614802237044,1.5,0.0,0.0,1.3810759491697129
2017-07-18,CASH,CASH,0.0,0.0,1.4084572641324058,1.0189536948291082,0.0,0.0,1.3639861612796158,1.1548141874729894,0.0,0.0,1.3602193512092517,1.2906746801168705,0.0,0.0,1.3534609620913796,1.4265351727607514,0.0,0.0,1.3515607822567413,1.5,0.0,0.0,1.3636614802237044,1.5,0.0,0.0,1.3810759491697129
2017-07-19,CASH,513030.SH,0.0,0.0,1.4084572641324058,1.0212065517797253,0.0,0.0,1.3639861612796158,1.1573674253503554,0.0,0.0,1.3602193512092517,1.2935282989209855,0.0,0.0,1.3534609620913796,1.4296891724916154,0.0,0.0,1.3515607822567413,1.5,0.0,0.0,1.3636614802237044,1.5,0.0,0.0,1.3810759491697129
2017-07-20,513030.SH,513030.SH,0.0008976660682225,1.0,1.409721588426959,1.0424226550162734,1.0424226550162734,0.0009357474461545176,1.3652625078466232,1.1814123423517766,1.1814123423517766,0.0010605137723084534,1.3616618825645697,1.3204020296872796,1.3204020296872796,0.001185280098462389,1.3550651924337922,1.4593917170227826,1.4593917170227826,0.0013100464246163246,1.3533313896271884,1.5,1.5,0.0013464991023337501,1.3654976491827127,1.5,1.5,0.0013464991023337501,1.3829355666955245
2017-07-21,513030.SH,513030.SH,0.0062780269058297,1.0,1.4185718584888325,1.0446284200019311,1.0446284200019311,0.0065582053273664925,1.3742161796988366,1.183912209335522,1.183912209335522,0.007432632704348692,1.3717826152051842,1.3231959986691126,1.3231959986691126,0.00830706008133089,1.36632180040146,1.4624797880027034,1.4624797880027034,0.009181487458313087,1.3657569848079918,1.5,1.5,0.00941704035874455,1.3783565956548371,1.5,1.5,0.00941704035874455,1.3959587267406397
2017-07-24,513030.SH,159941.SZ,-0.0160427807486631,1.0,1.3958140211868726,1.044159389947146,1.044159389947146,-0.01675122015957988,1.3511963819258446,1.183380641940099,1.183380641940099,-0.0189847161808572,1.3457397115936798,1.3226018939330517,1.3226018939330517,-0.021218212202134518,1.3373308945041393,1.4618231459260045,1.4618231459260045,-0.023451708223411832,1.3337276504961881,1.5,1.5,-0.02406417112299465,1.3451875866684908,1.5,1.5,-0.02406417112299465,1.3623661370597153
2017-07-25,159941.SZ,159941.SZ,0.0053763440860215,1.0,1.4033183976448664,1.0258877536716309,1.0258877536716309,0.0055155255573743536,1.3586489401033885,1.162672787494515,1.162672787494515,0.006250928965024268,1.3541518349362642,1.299457821317399,1.299457821317399,0.006986332372674181,1.346673932625391,1.436242855140283,1.436242855140283,0.007721735780324094,1.344026343016232,1.5,1.5,0.00806451612903225,1.356035873657753,1.5,1.5,0.00806451612903225,1.3733529607456807
2017-07-26,159941.SZ,159941.SZ,-0.00305576776165,1.0,1.399030182526013,1.026304948507952,1.026304948507952,-0.0031361495752724633,1.354388013806939,1.1631456083090124,1.1631456083090124,-0.0035543028519754586,1.3493387692073424,1.2999862681100727,1.2999862681100727,-0.003972456128678453,1.3413243295084016,1.4368269279111328,1.4368269279111328,-0.004390609405381448,1.3381252483135044,1.5,1.5,-0.004583651642475,1.3498202775982064,1.5,1.5,-0.004583651642475,1.367057989191461
2017-07-27,159941.SZ,159941.SZ,0.0061302681992336,1.0,1.4076066127637203,1.036035589925452,1.036035589925452,0.006351176030194221,1.362989970495812,1.174173668582179,1.174173668582179,0.007197999500886784,1.3590513089946241,1.3123117472389059,1.3123117472389059,0.008044822971579347,1.352115046286769,1.4504498258956329,1.4504498258956329,0.00889164644227191,1.3500233849169854,1.5,1.5,0.0091954022988504,1.3622324180818677,1.5,1.5,0.0091954022988504,1.3796286373679338
2017-07-28,159941.SZ,159941.SZ,-0.0099009900990097,1.0,1.3936699136274462,1.032446759481018,1.032446759481018,-0.010222245143376208,1.3490571528894406,1.1701063274118206,1.1701063274118206,-0.011585211162493038,1.3433064125992589,1.307765895342623,1.307765895342623,-0.012948177181609866,1.3346076210975273,1.4454254632734254,1.4454254632734254,-0.014311143200726692,1.3307030069311085,1.5,1.5,-0.014851485148514549,1.3420012435559,1.5,1.5,-0.014851485148514549,1.3591391031495987
2017-07-31,159941.SZ,159941.SZ,0.0015384615384614,1.0,1.395814021186873,1.026991031727067,1.026991031727067,0.0015799862026568837,1.3511886445776016,1.163923169290676,1.163923169290676,0.0017906510296778018,1.3457118056101527,1.300855306854285,1.300855306854285,0.00200131585669872,1.3372785924921007,1.4377874444178937,1.4377874444178937,0.0022119806837196374,1.3336464962782077,1.5,1.5,0.0023076923076920997,1.345098169502567,1.5,1.5,0.0023076923076920997,1.3622755780030207
2017-08-01,159941.SZ,159941.SZ,-0.000768049155146,1.0,1.3947419674071595,1.0267866761435125,1.0267866761435125,-0.0007886226391271943,1.3501230666227562,1.163691566295981,1.163691566295981,-0.0008937723243441537,1.344509045641755,1.3005964564484493,1.3005964564484493,-0.000998922009561113,1.3359427554731456,1.4375013466009177,1.4375013466009177,-0.0011040716947780722,1.332174054930827,1.5,1.5,-0.001152073732719,1.3435485172335546,1.5,1.5,-0.001152073732719,1.360706136092879
2017-08-02,159941.SZ,159941.SZ,0.0046118370484242,1.0,1.40117429008544,1.0270319640059995,1.0270319640059995,0.004736504061518738,1.356517930011365,1.1639695592067998,1.1639695592067998,0.005368037936387905,1.3517264212045765,1.3009071544075996,1.3009071544075996,0.00599957181125707,1.3439578399703354,1.4378447496083995,1.4378447496083995,0.006631105686126234,1.3410078418813884,1.5,1.5,0.006917755572636301,1.3528428574757543,1.5,1.5,0.006917755572636301,1.3701191685485559
2017-08-03,159941.SZ,159941.SZ,-0.0053557765876051,1.0,1.3936699136274462,1.0246682821983135,1.0246682821983135,-0.005487894395859263,1.349073502865373,1.1612907198247555,1.1612907198247555,-0.006219613648640499,1.3433192051060245,1.2979131574511973,1.2979131574511973,-0.0069513329014217334,1.334615541619226,1.4345355950776388,1.4345355950776388,-0.007683052154202967,1.3307048086930187,1.5,1.5,-0.00803366488140765,1.341974571321588,1.5,1.5,-0.00803366488140765,1.3591120903008438
2017-08-04,159941.SZ,159941.SZ,-0.0038461538461539,1.0,1.388309644728879,1.0232252215411655,1.0232252215411655,-0.00393548162131223,1.343764248889047,1.1596552510799876,1.1596552510799876,-0.004460212504153861,1.3373277159903407,1.2960852806188097,1.2960852806188097,-0.004984943386995492,1.32796255870085,1.4325153101576318,1.4325153101576318,-0.005509674269837122,1.323373058647814,1.5,1.5,-0.00576923076923085,1.3342324103331942,1.5,1.5,-0.00576923076923085,1.3512710590106465
2017-08-07,159941.SZ,159941.SZ,0.0061776061776062,1.0,1.3968860749665863,1.0236825181288571,1.0236825181288571,0.006323907447900299,1.3522620896308186,1.1601735205460382,1.1601735205460382,0.007167095107620339,1.3469124709209002,1.2966645229632192,1.2966645229632192,0.00801028276734038,1.3385999143004845,1.4331555253804,1.4331555253804,0.008853470427060419,1.335089502886521,1.5,1.5,0.0092664092664093,1.3465959539038492,1.5,1.5,0.0092664092664093,1.3637924896732934
2017-08-08,159941.SZ,159941.SZ,0.0015349194167306,1.0,1.3990301825260132,1.030076325919696,1.030076325919696,0.0015810841533686589,1.354400129791935,1.167419836042322,1.167419836042322,0.0017918953738178135,1.3493259971464808,1.3047633461649482,1.3047633461649482,0.002002706594266968,1.3412807371759392,1.442106856287574,1.442106856287574,0.002213517814716122,1.3380447472854007,1.5,1.5,0.0023023791250959,1.3496963283180563,1.5,1.5,0.0023023791250959,1.36693245703248
2017-08-09,159941.SZ,159941.SZ,-0.0038314176245209,1.0,1.3936699136274464,1.0313201710557522,1.0313201710557522,-0.003951418279906919,1.3490483283607668,1.1688295271965192,1.1688295271965192,-0.004478274050561174,1.343283345547712,1.3063388833372862,1.3063388833372862,-0.00500512982121543,1.334567452959678,1.4438482394780532,1.4438482394780532,-0.005531985591869686,1.3306427030221408,1.5,1.5,-0.00574712643678135,1.341939452867953,1.5,1.5,-0.00574712643678135,1.3590765233713742
2017-08-10,159941.SZ,518880.SH,-0.0046153846153845,1.0,1.387237590949166,1.0312827355410306,1.0312827355410306,-0.004759766471727714,1.342627173358695,1.1687871002798347,1.1687871002798347,-0.005394402001291409,1.336037135180188,1.3062914650186388,1.3062914650186388,-0.006029037530855105,1.3265212956983263,1.4437958297574427,1.4437958297574427,-0.0066636730604187995,1.3217757350889694,1.5,1.5,-0.006923076923076749,1.3326491028096366,1.5,1.5,-0.006923076923076749,1.3496675320557265
2017-08-11,518880.SH,518880.SH,0.0050927610040014,1.0,1.3943024604556369,1.0303993754482674,1.0303993754482674,0.005247577757830334,1.3496727138506706,1.16778595884137,1.16778595884137,0.005947254792207713,1.3439828884349558,1.3051725422344722,1.3051725422344722,0.00664693182658509,1.3353385923173464,1.4425591256275745,1.4425591256275745,0.007346608860962468,1.331486304416579,1.5,1.5,0.0076391415060021,1.3428293978838461,1.5,1.5,0.0076391415060021,1.359977833319157
2017-08-14,518880.SH,518880.SH,-0.001085776330076,1.0,1.3927885598471075,1.0281275226509938,1.0281275226509938,-0.0011163165283941258,1.3481660518922765,1.165211192337793,1.165211192337793,-0.001265158732180009,1.3422825367477518,1.3022948620245922,1.3022948620245922,-0.0014140009359658926,1.3334504222979784,1.4393785317113914,1.4393785317113914,-0.001562843139751776,1.3294054001800482,1.5,1.5,-0.001628664495114,1.3406423793205173,1.5,1.5,-0.001628664495114,1.357762885707888
2017-08-15,518880.SH,518880.SH,-0.007246376811594,1.0,1.3826958891235779,1.0281212371841164,1.0281212371841164,-0.007450153892638316,1.3381220073328484,1.1652040688086653,1.1652040688086653,-0.008443507744990092,1.3309489637527572,1.3022869004332143,1.3022869004332143,-0.009436861597341868,1.3208668352158353,1.439369732057763,1.439369732057763,-0.010430215449693643,1.315539415436184,1.5,1.5,-0.010869565217391,1.3260701795452947,1.5,1.5,-0.010869565217391,1.3430045934719332
2017-08-16,518880.SH,159915.SZ,-0.0025547445255474,1.0,1.3791634543703426,1.0250631649563258,1.0250631649563258,-0.002618774509012465,1.3346177675300965,1.1617382536171692,1.1617382536171692,-0.00296794444354746,1.326998781171142,1.2984133422780126,1.2984133422780126,-0.0033171143780824554,1.3164853688452085,1.4350884309388559,1.4350884309388559,-0.0036662843126174503,1.3107162739147404,1.5,1.5,-0.0038321167883211002,1.3209885237477672,1.5,1.5,-0.0038321167883211002,1.3378580430224971
2017-08-17,159915.SZ,159915.SZ,0.0063400576368874,1.0,1.3879074301617393,1.0252507935193602,1.0252507935193602,0.006500149123177286,1.343292982041484,1.1619508993219418,1.1619508993219418,0.00736683567293426,1.3367745631302137,1.298651005124523,1.298651005124523,0.00823352222269123,1.3273246803854435,1.4353511109271044,1.4353511109271044,0.009100208772448203,1.3226440656488099,1.5,1.5,0.0095100864553311,1.3335512388151085,1.5,1.5,0.0095100864553311,1.350581188676601
2017-08-18,159915.SZ,159915.SZ,-0.0074455899198166,1.0,1.3775736405900885,1.025164475299657,1.025164475299657,-0.0076329542834451996,1.3330396881202886,1.161853072006278,1.161853072006278,-0.008650681521237895,1.3252105521188822,1.298541668712899,1.298541668712899,-0.009668408759030588,1.3144915628195273,1.4352302654195197,1.4352302654195197,-0.01068613599682328,1.3085101112878954,1.5,1.5,-0.0111683848797249,1.3186576253231874,1.5,1.5,-0.0111683848797249,1.3354973781501445
2017-08-21,159915.SZ,159915.SZ,0.0023081361800345,1.0,1.3807532681505963,1.0219285326006584,1.0219285326006584,0.0023587502195051456,1.3361839957772512,1.1581856702807465,1.1581856702807465,0.002673250248772499,1.32875317155701,1.294442807960834,1.294442807960834,0.0029877502780398515,1.3184189353518223,1.430699945640922,1.430699945640922,0.0033022503073072045,1.3128311392050105,1.5,1.5,0.00346220427005175,1.3232230873843178,1.5,1.5,0.00346220427005175,1.340121142875419
2017-08-22,159915.SZ,159915.SZ,-0.0063327576280944,1.0,1.3720092923591993,1.0223743393659717,1.0223743393659717,-0.00647444889638783,1.3275329407804202,1.1586909179481015,1.1586909179481015,-0.007337708749239542,1.3190031677844962,1.295007496530231,1.295007496530231,-0.008200968602091251,1.3076066230585994,1.4313240751123604,1.4313240751123604,-0.009064228454942962,1.3009313378364933,1.5,1.5,-0.0094991364421416,1.3106536107338622,1.5,1.5,-0.0094991364421416,1.3273911492902466
2017-08-23,159915.SZ,159915.SZ,-0.0052143684820393,1.0,1.3648551303480565,1.021016717140019,1.021016717140019,-0.00532395738949015,1.3204652119705607,1.157152279425355,1.157152279425355,-0.006033818374755504,1.3110445422343575,1.2932878417106908,1.2932878417106908,-0.006743679360020857,1.2987885432636526,1.4294234039960265,1.4294234039960265,-0.007453540345286209,1.2912347936234818,1.5,1.5,-0.007821552723058948,1.3004022644158397,1.5,1.5,-0.007821552723058948,1.3170088894319512
2017-08-24,159915.SZ,159915.SZ,-0.0069889341875364,1.0,1.3553162476665326,1.0210633359339942,1.0210633359339942,-0.0071361444561490565,1.3110421814686193,1.1572051140585269,1.1572051140585269,-0.008087630383635597,1.3004412985602833,1.2933468921830593,1.2933468921830593,-0.009039116311122138,1.2870486425575396,1.4294886703075917,1.4294886703075917,-0.009990602238608677,1.2783345804037376,1.5,1.5,-0.010483401281304601,1.2867696256508512,1.5,1.5,-0.010483401281304601,1.3032021567529906
2017-08-25,159915.SZ,159915.SZ,0.010557184750733,1.0,1.3696245716888185,1.0226471274580298,1.0226471274580298,0.010796274659380819,1.3251965529497882,1.1590000777857672,1.1590000777857672,0.012235777947298264,1.3163532095229633,1.2953530281135044,1.2953530281135044,0.013675281235215704,1.3046493947079165,1.4317059784412416,1.4317059784412416,0.015114784523133145,1.29765633213501,1.5,1.5,0.0158357771260995,1.3071466226552926,1.5,1.5,0.0158357771260995,1.323839375657583
2017-08-28,159915.SZ,159915.SZ,0.0185722576900753,1.0,1.3950615921728822,1.0151950097982334,1.0151950097982334,0.01885446332765131,1.35018242275931,1.150554344437998,1.150554344437998,0.021368391771338154,1.3444815606135083,1.2859136790777623,1.2859136790777623,0.023882320215024993,1.3358074493206693,1.4212730137175267,1.4212730137175267,0.026396248658711832,1.331909591351598,1.5,1.5,0.027858386535112953,1.3435616185272912,1.5,1.5,0.027858386535112953,1.3607194046950546
2017-08-29,159915.SZ,159915.SZ,-0.0068376068376067,1.0,1.3855227094913585,0.9893610758343336,0.9893610758343336,-0.00676486205698676,1.341048624917575,1.1212758859455783,1.1212758859455783,-0.007666843664584996,1.3341736306783671,1.2531906960568227,1.2531906960568227,-0.00856882527218323,1.3243611486901596,1.385105506168067,1.385105506168067,-0.009470806879781465,1.3192953328305783,1.5,1.5,-0.01025641025641005,1.3297814993629091,1.5,1.5,-0.01025641025641005,1.3467633082366441
2017-08-30,159915.SZ,159915.SZ,0.0074584050487664,1.0,1.3958564990630093,1.0050932595108018,1.0050932595108018,0.007496392641216441,1.3511016519609205,1.1391056941122422,1.1391056941122422,0.008495911660045301,1.3455086519837725,1.2731181287136824,1.2731181287136824,0.009495430678874161,1.3369365281713412,1.4071305633151225,1.4071305633151225,0.010494949697703019,1.3331412709850494,1.5,1.5,0.0111876075731496,1.3446585729358158,1.5,1.5,0.0111876075731496,1.3618303676231125
2017-08-31,159915.SZ,159915.SZ,0.0051252847380409,1.0,1.4030106610741524,1.0445310279136577,1.0445310279136577,0.005353518935776043,1.3583348002388516,1.1838018316354788,1.1838018316354788,0.0060673214605461824,1.3536722855033043,1.3230726353573,1.3230726353573,0.0067811239853163225,1.3460024605293694,1.4623434390791208,1.4623434390791208,0.007494926510086461,1.3431330668386456,1.5,1.5,0.00768792710706135,1.3549962100284314,1.5,1.5,0.00768792710706135,1.3723000202215816
2017-09-01,159915.SZ,159915.SZ,0.0062322946175639,1.0,1.4117546368655496,1.0437370770127012,1.0437370770127012,0.006504876967218136,1.3671706009946962,1.182902020614395,1.182902020614395,0.007372193896180556,1.3636518200639207,1.3220669642160885,1.3220669642160885,0.008239510825142973,1.3570928623735703,1.4612319078177818,1.4612319078177818,0.00910682775410539,1.3553647483291884,1.5,1.5,0.00934844192634585,1.367663313408301,1.5,1.5,0.00934844192634585,1.3851288872661462
2017-09-04,159915.SZ,159915.SZ,0.0112612612612612,1.0,1.4276527746680896,1.0539696703577184,1.0539696703577184,0.011869027819343611,1.383397586891691,1.1944989597387474,1.1944989597387474,0.013451564861922758,1.3819950709705895,1.3350282491197765,1.3350282491197765,0.015034101904501905,1.3774955347603668,1.4755575385008055,1.4755575385008055,0.016616638947081052,1.3778863549937759,1.5,1.5,0.0168918918918918,1.3907657342429005,1.5,1.5,0.0168918918918918,1.4085263346861825
2017-09-05,159915.SZ,159915.SZ,0.0,1.0,1.4276527746680896,1.0701093192001436,1.0701093192001436,0.0,1.383397586891691,1.2127905617601629,1.2127905617601629,0.0,1.3819950709705895,1.3554718043201819,1.3554718043201819,0.0,1.3774955347603668,1.498153046880201,1.498153046880201,0.0,1.3778863549937759,1.5,1.5,0.0,1.3907657342429005,1.5,1.5,0.0,1.4085263346861825
2017-09-06,159915.SZ,159915.SZ,0.0094654788418708,1.0,1.4411661918002487,1.1234623126076104,1.1234623126076104,0.010634108749626574,1.3981087872746685,1.2732572876219586,1.2732572876219586,0.012051989916243452,1.3986508616302251,1.4230522626363065,1.4230522626363065,0.013469871082860328,1.3960502220308046,1.5,1.5,0.014198218262806199,1.39744988620332,1.5,1.5,0.014198218262806199,1.410512129690113,1.5,1.5,0.014198218262806199,1.4285248990149673
