date,signal,return,asset_component,cash_component,trade_cost,turnover,holding,previous_holding,target,top_score,nav,holding_weight,previous_weight,target_weight
2020-04-29,portfolio_25_40_ret_50_50,1.866481262857711e-05,1.866481262857711e-05,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.0071012194245075,,,
2020-04-30,portfolio_25_40_ret_50_50,0.019182403143095605,0.019182403143095605,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.0647846473076026,,,
2020-05-06,portfolio_25_40_ret_50_50,0.019732444533975713,0.019732444533975713,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1252603403691803,,,
2020-05-07,portfolio_25_40_ret_50_50,-0.00162078192626125,-0.00162078192626125,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1201949748946487,,,
2020-05-08,portfolio_25_40_ret_50_50,0.008737650143229025,0.008737650143229025,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1474581469639396,,,
2020-05-11,portfolio_25_40_ret_50_50,-0.010547714364685157,-0.010547714364685157,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1142596574549626,,,
2020-05-12,portfolio_25_40_ret_50_50,0.010142015246814573,0.010142015246814573,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1458445263834105,,,
2020-05-13,portfolio_25_40_ret_50_50,0.007783263975307708,0.007783263975307708,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1703294647575295,,,
2020-05-14,portfolio_25_40_ret_50_50,-0.010692915058598484,-0.010692915058598484,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.136429401083105,,,
2020-05-15,portfolio_25_40_ret_50_50,0.0035610751225796378,0.0035610751225796378,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1475984617970294,,,
2020-05-18,portfolio_25_40_ret_50_50,-0.004448922094826946,-0.004448922094826946,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.133595041454697,,,
2020-05-19,portfolio_25_40_ret_50_50,0.013872097292746632,0.013872097292746632,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.177064576745825,,,
2020-05-20,portfolio_25_40_ret_50_50,-0.011986361869766426,-0.011986361869766426,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1389831310453333,,,
2020-05-21,portfolio_25_40_ret_50_50,-0.008698761789817211,-0.008698761789817211,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1116778645261154,,,
2020-05-22,portfolio_25_40_ret_50_50,-0.025040132753738065,-0.025040132753738065,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.033761037711513,,,
2020-05-25,portfolio_25_40_ret_50_50,0.002839818510621539,0.002839818510621539,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.042376368463209,,,
2020-05-26,portfolio_25_40_ret_50_50,0.029572235673930525,0.029572235673930525,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1323462394401997,,,
2020-05-27,portfolio_25_40_ret_50_50,-0.01950393527954597,-0.01950393527954597,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.0712531611130287,,,
2020-05-28,portfolio_25_40_ret_50_50,-0.008836529104590152,-0.007844373478068212,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.0441139431672886,,,
2020-05-29,portfolio_25_40_ret_50_50,0.013054081934547268,0.013054081934547268,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.083852055999492,,,
2020-06-01,portfolio_25_40_ret_50_50,0.032579983822422665,0.032579983822422665,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1843239060947006,,,
2020-06-02,portfolio_25_40_ret_50_50,-0.0021542796483233206,-0.0021542796483233206,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1774639819101314,,,
2020-06-03,portfolio_25_40_ret_50_50,-0.001091580034488393,-0.001091580034488393,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.173995525667172,,,
2020-06-04,portfolio_25_40_ret_50_50,0.0030938801155522277,0.0030938801155522277,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1838154873108855,,,
2020-06-05,portfolio_25_40_ret_50_50,0.004316508328557123,0.004316508328557123,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.1975584533784525,,,
2020-06-08,portfolio_25_40_ret_50_50,-0.004052776691496729,-0.004052776691496729,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.184599463008902,,,
2020-06-09,portfolio_25_40_ret_50_50,0.009997308943220262,0.009997308943220262,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.2164368877010148,,,
2020-06-10,portfolio_25_40_ret_50_50,0.005360492338046696,0.005360492338046696,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.2336785729933473,,,
2020-06-11,portfolio_25_40_ret_50_50,-0.0021026891883073606,-0.0021026891883073606,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.226879152019453,,,
2020-06-12,portfolio_25_40_ret_50_50,0.002019993337879167,0.0030209646436947235,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.233397426408674,,,
2020-06-15,portfolio_25_40_ret_50_50,0.005793247339595631,0.005793247339595631,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.252129297447071,,,
2020-06-16,portfolio_25_40_ret_50_50,0.01863990342107047,0.01863990342107047,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.312748673464318,,,
2020-06-17,portfolio_25_40_ret_50_50,0.0015815851739953146,0.0015815851739953146,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.317988067651442,,,
2020-06-18,portfolio_25_40_ret_50_50,0.0009166208356250483,0.0009166208356250483,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.3210294046466067,,,
2020-06-19,portfolio_25_40_ret_50_50,0.023602184554930128,0.023602184554930128,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.399412953567426,,,
2020-06-22,portfolio_25_40_ret_50_50,0.010121918487852932,0.010121918487852932,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.4338215343899865,,,
2020-06-23,portfolio_25_40_ret_50_50,0.016739736946990824,0.016739736946990824,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.4913028035985874,,,
2020-06-24,portfolio_25_40_ret_50_50,0.00019006212655758858,0.00019006212655758858,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.491966368033896,,,
2020-06-29,portfolio_25_40_ret_50_50,-0.004172654465413261,-0.004172654465413261,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.4773955989752463,,,
2020-06-30,portfolio_25_40_ret_50_50,0.027689102857165526,0.027689102857165526,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.5736815633903265,,,
2020-07-01,portfolio_25_40_ret_50_50,-0.007485261577978242,-0.007485261577978242,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.5469316220919516,,,
2020-07-02,portfolio_25_40_ret_50_50,0.0019877383824487005,0.0019877383824487005,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.553981994217105,,,
2020-07-03,portfolio_25_40_ret_50_50,0.015757556897966873,0.015757556897966873,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6099840677053305,,,
2020-07-06,portfolio_25_40_ret_50_50,0.027173788170058222,0.027173788170058222,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7080810100584403,,,
2020-07-07,portfolio_25_40_ret_50_50,0.024430526041083978,0.024430526041083978,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.798671379737122,,,
2020-07-08,portfolio_25_40_ret_50_50,0.023443953956394648,0.023443953956394648,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.887727256659153,,,
2020-07-09,portfolio_25_40_ret_50_50,0.03991821495244019,0.03991821495244019,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.042918388966934,,,
2020-07-10,portfolio_25_40_ret_50_50,0.0075704989895741814,0.0075704989895741814,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.073525298545539,,,
2020-07-13,portfolio_25_40_ret_50_50,0.039974207998914046,0.039974207998914046,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.236361246118436,,,
2020-07-14,portfolio_25_40_ret_50_50,-0.010631632533187108,-0.010631632533187108,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.19132181007187,,,
2020-07-15,portfolio_25_40_ret_50_50,-0.01587474355676055,-0.01587474355676055,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.124785651173122,,,
2020-07-16,portfolio_25_40_ret_50_50,-0.0592882063725606,-0.0592882063725606,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.880234508243793,,,
2020-07-17,portfolio_25_40_ret_50_50,0.006099407516664712,0.006099407516664712,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.903901639769797,,,
2020-07-20,portfolio_25_40_ret_50_50,0.013109297260928798,0.013109297260928798,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.9550790468429664,,,
2020-07-21,portfolio_25_40_ret_50_50,0.014537027651460921,0.014537027651460921,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.012574140310637,,,
2020-07-22,portfolio_25_40_ret_50_50,0.01188261396835899,0.01188261396835899,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.060254009839368,,,
2020-07-23,portfolio_25_40_ret_50_50,0.011065524931478832,0.011065524931478832,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.105182851813383,,,
2020-07-24,portfolio_25_40_ret_50_50,-0.061372935293226294,-0.061372935293226294,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.8532357302821776,,,
2020-07-27,portfolio_25_40_ret_50_50,0.0015140099738097934,0.0015140099738097934,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.8590695676092652,,,
2020-07-28,portfolio_25_40_ret_50_50,0.013204275806729004,0.013204275806729004,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.9100257865373322,,,
2020-07-29,portfolio_25_40_ret_50_50,0.03783437869027484,0.03783437869027484,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.057959182833925,,,
2020-07-30,portfolio_25_40_ret_50_50,-0.008588296614759905,-0.008588296614759905,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.023108225721159,,,
2020-07-31,portfolio_25_40_ret_50_50,0.018868248699393186,0.018868248699393186,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.09901723226864,,,
2020-08-03,portfolio_25_40_ret_50_50,0.026285880023877883,0.026285880023877883,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.2067635074518615,,,
2020-08-04,portfolio_25_40_ret_50_50,-0.012563136084757676,-0.012563136084757676,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.153913365031351,,,
2020-08-05,portfolio_25_40_ret_50_50,0.009671192758253344,0.009671192758253344,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.194086661885654,,,
2020-08-06,portfolio_25_40_ret_50_50,-0.017019641644637595,-0.01603567732195954,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,4.122704809873806,,,
2020-08-07,portfolio_25_40_ret_50_50,-0.01768318440197164,-0.01768318440197164,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.0498022604859125,,,
2020-08-10,portfolio_25_40_ret_50_50,-0.0023656831805203282,-0.0013710279324470331,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,4.040221711393848,,,
2020-08-11,portfolio_25_40_ret_50_50,-0.01975742859288554,-0.01975742859288554,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.960397319431558,,,
2020-08-12,portfolio_25_40_ret_50_50,-0.0167591345263709,-0.0167591345263709,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.894024487977326,,,
2020-08-13,portfolio_25_40_ret_50_50,0.003042738594600136,0.003042738594600136,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.9058729865752126,,,
2020-08-14,portfolio_25_40_ret_50_50,0.009854047202582317,0.009854047202582317,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.944361643352216,,,
2020-08-17,portfolio_25_40_ret_50_50,0.021678649818457796,0.021678649818457796,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.029870078175805,,,
2020-08-18,portfolio_25_40_ret_50_50,0.008620270224484305,0.009629900124608959,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,4.064608647219244,,,
2020-08-19,portfolio_25_40_ret_50_50,-0.011916891730734236,-0.011916891730734236,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.0161711460425265,,,
2020-08-20,portfolio_25_40_ret_50_50,-0.0131525442415521,-0.0131525442415521,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.9633482773625572,,,
2020-08-21,portfolio_25_40_ret_50_50,0.00643491648710437,0.00643491648710437,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.988852092536695,,,
2020-08-24,portfolio_25_40_ret_50_50,0.004300645744033882,0.004300645744033882,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,4.006006732312044,,,
2020-08-25,portfolio_25_40_ret_50_50,-0.005164876406775709,-0.005164876406775709,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.985316202654941,,,
2020-08-26,portfolio_25_40_ret_50_50,-0.01766231116985717,-0.01766231116985717,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.9149263077733756,,,
2020-08-27,portfolio_25_40_ret_50_50,0.005281753133409395,0.006292557125233134,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.935603982066525,,,
2020-08-28,portfolio_25_40_ret_50_50,0.01208821328507037,0.01208821328507037,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.9831784024073174,,,
2020-08-31,portfolio_25_40_ret_50_50,-0.003948321479771644,-0.003948321479771644,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.96745153356333,,,
2020-09-01,portfolio_25_40_ret_50_50,0.0014445561731805112,0.002447003176356821,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.973182740167934,,,
2020-09-02,portfolio_25_40_ret_50_50,-0.002944935805333171,-0.002944935805333171,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.9614819720552816,,,
2020-09-03,portfolio_25_40_ret_50_50,-0.004373456355728833,-0.0033763576261237604,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.9441566035464914,,,
2020-09-04,portfolio_25_40_ret_50_50,-0.007559274871087762,-0.007559274871087762,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.9143416396456674,,,
2020-09-07,portfolio_25_40_ret_50_50,-0.017839226583689693,-0.016856082666356076,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.8445128122100565,,,
2020-09-08,portfolio_25_40_ret_50_50,0.007391871306985598,0.007391871306985598,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.8729309561559706,,,
2020-09-09,portfolio_25_40_ret_50_50,-0.03271676378988414,-0.03224076559637612,0.0,0.0005,0.5,blend_25_40,blend_25_40,blend_25_40,,3.7462211888888852,,,
2020-09-10,portfolio_25_40_ret_50_50,0.0015751560183773217,0.0015145810332760634,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.752122071740736,,,
2020-09-11,portfolio_25_40_ret_50_50,0.003141031634964153,0.003080456649862895,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7639076058663212,,,
2020-09-14,portfolio_25_40_ret_50_50,0.004447982083363167,0.0043874070982619084,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.780649399460649,,,
2020-09-15,portfolio_25_40_ret_50_50,0.003625220223499981,0.0035646452383987226,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7943550861215365,,,
2020-09-16,portfolio_25_40_ret_50_50,-0.002605394587575971,-0.0026659695726772292,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.784469293916814,,,
2020-09-17,portfolio_25_40_ret_50_50,-0.004627273735569759,-0.004687848720671017,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7669575185500026,,,
2020-09-18,portfolio_25_40_ret_50_50,0.012786500162388359,0.0127259251772871,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.815123721472652,,,
2020-09-21,portfolio_25_40_ret_50_50,-0.0053436761400998956,-0.005404251125201154,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7947369358706897,,,
2020-09-22,portfolio_25_40_ret_50_50,-0.0060752602855730364,-0.006135835270674295,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7716829212699974,,,
2020-09-23,portfolio_25_40_ret_50_50,0.00035730104048026234,0.0007975235789580148,6.057498510125825e-05,0.0005,0.5,cash,blend_25_40,cash,,3.773030547502129,,,
2020-09-24,portfolio_25_40_ret_50_50,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,blend_25_40,cash,,3.773487650040532,,,
2020-09-25,portfolio_25_40_ret_50_50,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,blend_25_40,cash,,3.773944807956894,,,
2020-09-28,portfolio_25_40_ret_50_50,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,blend_25_40,cash,,3.774402021257924,,,
2020-09-29,portfolio_25_40_ret_50_50,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,blend_25_40,cash,,3.774859289950332,,,
2020-09-30,portfolio_25_40_ret_50_50,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,blend_25_40,cash,,3.775316614040828,,,
2020-10-09,portfolio_25_40_ret_50_50,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,blend_25_40,cash,,3.775773993536124,,,
2020-10-12,portfolio_25_40_ret_50_50,-0.00037891060478256744,0.0,0.0001211499702025165,0.0005,0.5,blend_25_40,blend_25_40,blend_25_40,,3.774343312728711,,,
2020-10-13,portfolio_25_40_ret_50_50,0.0013807450800245036,0.0013201700949232453,6.057498510125825e-05,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7795547186880847,,,
2020-10-14,portfolio_25_40_ret_50_50,-0.004115396190113307,-0.0036759106002294817,6.057498510125825e-05,0.0005,0.5,blend_25_40,blend_25_40,blend_25_40,,3.764000353598471,,,
2020-10-15,portfolio_25_40_ret_50_50,-0.004470870548486938,-0.004470870548486938,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7471719952730735,,,
2020-10-16,portfolio_25_40_ret_50_50,-0.0011601219431393583,-0.0011601219431393583,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7428248188166395,,,
2020-10-19,portfolio_25_40_ret_50_50,-0.010216389692629335,-0.010216389692629335,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7045866619163643,,,
2020-10-20,portfolio_25_40_ret_50_50,0.010834508958319278,0.010834508958319278,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7447240392917673,,,
2020-10-21,portfolio_25_40_ret_50_50,-0.0052379071602546845,-0.0052379071602546845,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.725109522433183,,,
2020-10-22,portfolio_25_40_ret_50_50,-0.006155782963773282,-0.006155782963773282,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7021785566967993,,,
2020-10-23,portfolio_25_40_ret_50_50,-0.016936884829979237,-0.016936884829979237,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.639475184862007,,,
2020-10-26,portfolio_25_40_ret_50_50,-0.003982486009558139,-0.0029759879611471196,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.6249810258561603,,,
2020-10-27,portfolio_25_40_ret_50_50,-0.003212565810814194,-0.003212565810814194,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6133355357476447,,,
2020-10-28,portfolio_25_40_ret_50_50,0.004805873849292541,0.00581168553482736,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.630700770507614,,,
2020-10-29,portfolio_25_40_ret_50_50,0.00620120607169683,0.007204588731159922,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.6532154941702006,,,
2020-10-30,portfolio_25_40_ret_50_50,-0.016317496447785018,-0.016317496447785018,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.593604163321085,,,
2020-11-02,portfolio_25_40_ret_50_50,0.019775204335497065,0.019775204335497065,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6646684199516524,,,
2020-11-03,portfolio_25_40_ret_50_50,0.013263079498432306,0.013263079498432306,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7132732085408655,,,
2020-11-04,portfolio_25_40_ret_50_50,0.002273742057358641,0.002273742057358641,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.721716234005588,,,
2020-11-05,portfolio_25_40_ret_50_50,0.014142667196688219,0.014142667196688219,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.774351228103641,,,
2020-11-06,portfolio_25_40_ret_50_50,-0.019659456847525902,-0.019659456847525902,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7001495330073313,,,
2020-11-09,portfolio_25_40_ret_50_50,0.029611782669989317,0.029611782669989317,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.809717556825207,,,
2020-11-10,portfolio_25_40_ret_50_50,-0.014492219930903327,-0.014492219930903327,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7545062921170724,,,
2020-11-11,portfolio_25_40_ret_50_50,-0.03306237112876764,-0.03306237112876764,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6303734116818043,,,
2020-11-12,portfolio_25_40_ret_50_50,0.006071789917442394,0.007078868786228654,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.6524162763594052,,,
2020-11-13,portfolio_25_40_ret_50_50,-0.004094119451310663,-0.004094119451310663,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6374628478380786,,,
2020-11-16,portfolio_25_40_ret_50_50,0.009962113590554655,0.009962113590554655,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6736996659096635,,,
2020-11-17,portfolio_25_40_ret_50_50,-0.00947158634447065,-0.00947158634447065,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.638903902320347,,,
2020-11-18,portfolio_25_40_ret_50_50,-0.006230328365133986,-0.005244405384718487,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.6162323361197237,,,
2020-11-19,portfolio_25_40_ret_50_50,-0.0016221762382706562,-0.0016221762382706562,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6103661699520044,,,
2020-11-20,portfolio_25_40_ret_50_50,0.004916060950543644,0.004916060950543644,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6281149500972694,,,
2020-11-23,portfolio_25_40_ret_50_50,0.016022944605289746,0.016022944605289746,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6862480349643016,,,
2020-11-24,portfolio_25_40_ret_50_50,-0.0021937500966487944,-0.0021937500966487944,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6781613279813272,,,
2020-11-25,portfolio_25_40_ret_50_50,-0.00928529111546772,-0.00928529111546772,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6440085292813653,,,
2020-11-26,portfolio_25_40_ret_50_50,0.00371593371900536,0.00371593371900536,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.657549423447665,,,
2020-11-27,portfolio_25_40_ret_50_50,0.009620983818384943,0.009620983818384943,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.692738647265598,,,
2020-11-30,portfolio_25_40_ret_50_50,-0.006254635369633221,-0.006254635369633221,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6696419135115987,,,
2020-12-01,portfolio_25_40_ret_50_50,0.013863185595391903,0.013863185595391903,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.720514840427239,,,
2020-12-02,portfolio_25_40_ret_50_50,0.0016094401919906076,0.0016094401919906076,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.72650278654632,,,
2020-12-03,portfolio_25_40_ret_50_50,-0.009086269498141508,-0.009086269498141508,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.692642777942185,,,
2020-12-04,portfolio_25_40_ret_50_50,-0.006236326664075087,-0.00524156823230737,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.6696142513252004,,,
2020-12-07,portfolio_25_40_ret_50_50,-0.011621496937020914,-0.010633846726394502,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.626967840543376,,,
2020-12-08,portfolio_25_40_ret_50_50,-0.0030880988817871824,-0.0030880988817871824,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6157674052107156,,,
2020-12-09,portfolio_25_40_ret_50_50,-0.008725678031314299,-0.008725678031314299,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.584217382996726,,,
2020-12-10,portfolio_25_40_ret_50_50,-0.0027367908256117346,-0.0027367908256117346,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.5744081297459425,,,
2020-12-11,portfolio_25_40_ret_50_50,-0.00901330251455057,-0.00901330251455057,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.5421909079620733,,,
2020-12-14,portfolio_25_40_ret_50_50,0.010632479711451648,0.011644123835286901,0.0,0.001,1.0,blend_25_40,blend_25_40,blend_25_40,,3.5798531809250687,,,
2020-12-15,portfolio_25_40_ret_50_50,0.006065761997496977,0.006065761997496977,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.601567718306543,,,
2020-12-16,portfolio_25_40_ret_50_50,0.0027134272438382734,0.0027134272438382734,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.611340310273924,,,
2020-12-17,portfolio_25_40_ret_50_50,0.012289768897713493,0.012289768897713493,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6557228480981876,,,
2020-12-18,portfolio_25_40_ret_50_50,-0.005337033187042761,-0.005337033187042761,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.6362121339352567,,,
2020-12-21,portfolio_25_40_ret_50_50,0.02032520548295358,0.02032520548295358,0.0,0.0,0.0,blend_25_40,blend_25_40,blend_25_40,,3.7101188927370994,,,
